Player,Country,Position,Goals,Minutes Played,Assists,Attempts On Target,Attempts At Goal,Attempts At Goal Conv. Rate (%),Attempts Inside the Penalty Area,Attempts Outside the Penalty Area,Headed Attempts at Goal,xG,xG Efficiency,Corners,Passes,Passes Completed,Passing Accuracy (%),Crosses,Crossing Accuracy (%),Take-Ons Completed,Defensive Linebreaks Attempted,Defensive Linebreaks Acc (%),Switches of Play Attempted,Switches of Play Acc (%),Own Goals,Forced Turnovers,Defensive Pressures Applied,Defensive Pressures Directly Applied,Fouls Against,Fouls For,Yellow Cards,Red Cards,Indirect Red Cards,Offsides,Goalkeeper Saves,Goalkeeper Actions Inside the Penalty Area,Goalkeeper Actions Outside the Penalty Area,Offers To Receive,Offers In Behind,Offers In Between,Offers In Front,Offers Inside Team Shape,Offers Outside Team Shape,Receptions In Behind,Receptions Between Midfield And Defensive Line,Receptions Under Pressure,Player Involvements,Average Speed (km/h),High Speed Running,Sprints,Total Distance (m),Attacking Impact Score,Passing Impact Score,Defensive Impact Score,Movement Impact Score,Goalkeeping Impact Score,Cluster,Player Archetype,Overall Performance Score,Performance Rating,Goalkeeping Rating,PC1,PC2
Ousmane Diomande,CIV,DF,0.0,100.0,0,0,0,0,0,0,0,0.0,0.0,0,74,72,97,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,,,,9,0,0,9,2,7,0,0,1,148,1.35,75,24,8979.4,-1.3243189297858935,-1.061530296915023,-1.4748042749137742,-2.3455201281040083,,2,Limited Tournament Impact,0.1754806512816235,5.4,,-1.3272698504053446,-0.01791118756742724
Oussama Benbot,ALG,GK,0.0,100.0,0,0,0,0,0,0,0,0.0,0.0,0,25,18,72,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,14.0,13.0,1,0,0,1,1,0,0,0,0,40,0.71,6,0,4787.6,-1.3243189297858935,-1.6129469453545262,-1.459900097840634,-2.9872268899033467,-0.763728951596554,-1,Goalkeeper,0.0965083933027016,3.0,6.5,-1.5617267304718025,0.11955220333244025
Owen Goodman,CAN,GK,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.631956563153904,-3.2142549945655188,-1.2038479457474982,-1,Goalkeeper,0.0,0.0,0.0,-1.8491850714187297,0.31666064731001287
Ozan Kabak,TUR,DF,0.0,104.0,0,0,0,0,0,0,0,0.0,0.0,0,36,26,72,0,0,2,2,0,0,0,0,3,10,7,3,0,0,0,0,0,,,,16,0,4,12,9,7,0,2,11,73,1.98,100,33,10366.33,-1.3243189297858935,-1.253060751430696,-0.9030463831201287,-2.026672306551062,,2,Limited Tournament Impact,0.2358351472231151,7.3,,-1.1489951628024004,-0.052779622753258065
Paik Seungho,KOR,MF,0.0,216.0,0,0,0,0,0,0,0,0.0,0.0,0,152,135,89,1,0,0,7,43,1,100,0,2,31,5,1,2,1,0,0,0,,,,134,4,43,87,92,42,1,10,67,317,6.66,269,63,23909.61,-1.3243189297858935,1.4010991807753912,-0.5117304963331619,2.3405431288434304,,0,Balanced Contributors,0.736634263426418,22.6,,0.33595880098553615,-0.8202694143889004
Pape Gueye,SEN,MF,2.0,257.0,1,3,8,25,1,7,0,0.37,5.4,0,161,138,86,3,33,1,13,54,5,100,0,7,51,10,4,2,1,0,0,0,,,,107,13,51,43,79,28,2,16,99,369,6.87,356,114,29411.07,4.249547679828374,3.329366361198912,0.3294368362548901,2.798291217293907,,1,Dynamic Attackers,1.1994668827096413,36.9,,2.13348190587435,0.73853323726919
Pape Matar Sarr,SEN,MF,0.0,94.0,0,0,4,0,0,4,0,0.23,0.0,0,48,43,90,1,0,0,2,50,0,0,0,3,25,3,1,0,0,0,0,0,,,,36,6,12,18,24,12,1,4,13,106,3.29,157,44,10328.88,0.0737675091396117,-0.7183577604347167,-0.9832008459938262,-1.2038898897042354,,0,Balanced Contributors,0.3685398312537946,11.3,,-0.649558276940528,0.3253079020610132
Parfait Guiagon,CIV,MF,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.631956563153904,-3.2142549945655188,,2,Limited Tournament Impact,0.0,0.0,,-1.8491850714187297,0.31666064731001287
Park Jinseob,KOR,DF,0.0,44.0,0,1,1,0,1,0,1,0.24,0.0,0,52,49,94,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,,,,8,2,2,4,4,4,1,1,6,108,4.68,64,13,4973.55,-0.3708838045617112,-1.189015154925482,-1.3865032004144415,-2.086359211161268,,2,Limited Tournament Impact,0.224182990755968,6.9,,-1.1111645123455307,0.33697610358953745
Pascal Gross,GER,MF,0.0,24.0,0,0,1,0,0,1,0,0.04,0.0,0,14,14,100,1,0,0,1,100,0,0,0,1,15,1,1,0,0,0,0,0,,,,9,4,4,1,4,5,0,6,9,34,1.99,58,15,3218.51,-0.9884170724416448,-0.5893374168796712,-1.341830135584008,-2.429058472583585,,2,Limited Tournament Impact,0.2326862126694814,7.2,,-1.1312561021789376,0.0019965902076125312
Pathe Ciss,SEN,MF,0.0,232.0,0,1,2,0,1,1,1,0.2,0.0,0,139,128,92,0,0,0,0,0,8,75,0,3,11,5,1,0,0,0,0,0,,,,31,0,5,26,24,7,0,2,17,298,6.06,190,63,21513.7,-0.0972436724157614,1.5822820505470752,-1.015151273360601,-0.5675109518874957,,0,Balanced Contributors,0.5752920485481612,17.7,,-0.045991262761783114,-0.2205976464344458
Patrick Beach,AUS,GK,0.0,435.0,0,0,0,0,0,0,0,0.0,0.0,0,122,79,65,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,91.0,76.0,16,0,0,16,8,8,0,0,1,208,2.62,23,5,19047.75,-1.3243189297858935,-0.8340222603477778,-1.631956563153904,-2.0031058106709763,2.7477706593413425,-1,Goalkeeper,0.1976685551512619,6.1,58.2,-1.2614476525336045,-0.06278737749044946
Patrick Berg,NOR,MF,0.0,519.0,2,0,3,0,0,3,0,0.29,0.0,10,174,161,93,13,38,5,1,0,2,100,0,21,168,27,4,2,1,0,0,0,,,,178,35,79,64,123,55,1,39,83,386,6.93,797,263,59224.02,1.2561308645241671,2.458989683332275,3.545436345204677,6.146924012990348,,5,Elite All-Round Performers,1.5371464806624588,47.3,,2.9028482070489967,-0.6702568994147104
Patrick Pentz,AUT,GK,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.631956563153904,-3.2142549945655188,-1.2038479457474982,-1,Goalkeeper,0.0,0.0,0.0,-1.8491850714187297,0.31666064731001287
Patrick Wimmer,AUT,FW,0.0,39.0,0,0,1,0,1,0,1,0.12,0.0,0,13,7,54,0,0,0,2,100,0,0,0,4,15,6,3,1,0,0,0,0,,,,17,10,6,1,4,13,0,11,14,32,3.34,54,23,4379.3,-0.70993596254089,-0.968368664048564,-0.6748613415297203,-1.96462573363712,,2,Limited Tournament Impact,0.3065440511477322,9.4,,-0.8923486977420316,0.09035833350095379
Patrik Schick,CZE,FW,0.0,199.0,0,1,2,0,2,0,2,0.27,0.0,0,28,24,86,0,0,1,3,33,0,0,0,7,74,4,1,3,0,0,0,0,,,,44,23,21,0,34,10,0,27,32,75,6.81,251,76,22836.75,0.1734547218352062,-0.926205388153436,0.3868021963963544,0.1587652835854915,,0,Balanced Contributors,0.5713602292936037,17.6,,-0.04246201155138362,0.20106564011946562
Pau Cubarsi,ESP,DF,0.0,717.0,0,1,3,0,1,2,1,0.27,0.0,0,566,547,97,1,0,0,6,67,1,100,0,11,28,11,4,2,1,0,0,0,,,,131,0,0,131,71,60,0,3,63,1198,6.1,698,230,72869.34,0.262006331877849,5.058891263847551,0.3854256467266619,5.246557544468767,,3,Complete Midfielders,1.3376989384741431,41.1,,2.241797022224343,-1.1887152443387294
Paul Izzo,AUS,GK,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.631956563153904,-3.2142549945655188,-1.2038479457474982,-1,Goalkeeper,0.0,0.0,0.0,-1.8491850714187297,0.31666064731001287
Paul Okon Engstler,AUS,MF,0.0,214.0,1,0,0,0,0,0,0,0.0,0.0,1,89,77,87,1,100,1,6,83,2,100,0,9,78,5,3,2,0,0,0,0,,,,52,1,26,25,34,18,0,6,41,204,7.39,365,108,25987.7,-0.8536417128161344,2.2005861894923417,0.4452949167494064,0.6864506588391326,,0,Balanced Contributors,0.8137724614937653,25.0,,0.603623982334605,-0.8278961299436095
Paul Wanner,AUT,MF,0.0,270.0,0,0,1,0,1,0,1,0.08,0.0,0,80,68,85,1,0,3,4,75,1,100,0,18,146,20,4,1,0,0,0,0,,,,100,31,40,29,76,24,3,23,63,191,6.64,392,115,30227.02,-0.7410668251400393,1.0671559815718117,2.5114955605278646,2.351441297103057,,3,Complete Midfielders,1.0316901899776143,31.7,,1.2544675123952727,-0.8483481669084413
Pavel Sulc,CZE,FW,0.0,209.0,0,0,2,0,0,2,0,0.03,0.0,0,51,39,76,1,100,2,3,0,0,0,0,6,104,12,2,1,0,0,0,1,,,,100,39,59,2,55,45,4,36,47,129,6.65,338,102,22856.82,-0.6914287933463331,-0.165628406351488,0.8055531690173289,2.188649658801326,,0,Balanced Contributors,0.7593092817460156,23.3,,0.4484841280819013,-0.40371410184603124
Payam Niazmand,IRN,GK,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.631956563153904,-3.2142549945655188,-1.2038479457474982,-1,Goalkeeper,0.0,0.0,0.0,-1.8491850714187297,0.31666064731001287
Pedri,ESP,MF,0.0,490.0,0,1,4,0,1,3,0,0.37,0.0,8,410,364,89,14,36,2,14,71,2,100,0,48,224,33,3,5,1,0,0,1,,,,330,42,131,157,249,81,5,58,150,900,7.37,847,254,59490.08,0.8985187125653087,5.727890884901585,6.734234347252476,10.93898332695295,,5,Elite All-Round Performers,2.3744178904040005,73.0,,5.359116960392808,-1.9961039760612944
Pedro Miguel,QAT,DF,0.0,310.0,0,1,3,0,2,1,0,0.23,0.0,0,78,59,76,2,50,2,7,29,2,100,0,6,36,8,1,7,0,0,0,0,,,,26,8,4,14,13,13,3,3,29,172,5.13,229,76,26501.54,-0.0432439317126953,1.4016934075561325,0.8379997009923684,-0.3422613491970663,,0,Balanced Contributors,0.7597782844586247,23.4,,0.5045937789616,-0.36417921061083086
Pedro Neto,POR,FW,0.0,381.0,1,0,1,0,0,1,0,0.0,0.0,0,155,137,88,13,23,7,11,73,2,50,0,9,86,8,4,3,0,0,0,0,,,,183,83,81,19,49,134,8,79,83,374,5.93,368,208,37581.23,-0.611256170857462,3.405989639054812,0.89077991105945,6.139104178760791,,3,Complete Midfielders,1.2796683980049417,39.3,,1.9996230299154167,-1.2737129163339034
Pedro Porro,ESP,DF,2.0,499.0,0,3,7,29,4,3,1,1.1,1.82,0,305,274,90,16,31,3,12,33,7,100,0,22,64,16,7,6,0,0,0,0,,,,154,47,66,41,38,116,8,62,110,660,4.29,517,240,50034.98,4.021404536110887,5.632945341959662,2.4660120078997547,6.2446891090447005,,5,Elite All-Round Performers,1.7834838870046192,54.8,,3.848328009007337,-0.17892281264068993
Pedro Vite,ECU,MF,0.0,407.0,1,1,4,0,1,3,0,0.23,0.0,2,297,269,91,7,43,1,9,56,2,100,0,34,119,29,2,5,0,0,0,0,,,,261,11,108,142,153,108,1,27,83,640,6.38,648,177,43374.6,0.8235397409330587,3.863620538039124,4.451918422999149,7.040658581461526,,5,Elite All-Round Performers,1.7726414773559642,54.5,,3.569944523447455,-1.2417723621526184
Pervis Estupinan,ECU,DF,0.0,100.0,0,0,0,0,0,0,0,0.0,0.0,0,61,55,90,3,0,0,3,0,0,0,0,2,25,3,3,0,0,0,0,0,,,,48,24,13,11,22,26,3,23,19,130,3.31,144,70,11017.23,-1.3243189297858935,-0.8094102164114284,-1.045516565142538,-0.354254975784422,,0,Balanced Contributors,0.3541573125295884,10.9,,-0.7991929400463808,-0.20307123120922316
Petar Musa,CRO,FW,1.0,119.0,0,1,1,100,1,0,0,0.34,2.91,0,11,7,64,0,0,1,3,33,0,0,0,9,76,11,1,1,0,0,0,0,,,,43,33,9,1,38,5,0,10,13,29,3.35,160,61,13217.92,1.4050873924143703,-1.2481643656518575,0.6206343004350334,-0.9849944300107704,,0,Balanced Contributors,0.5473223419326589,16.8,,-0.01977700387697167,0.7463203978991609
Petar Sucic,CRO,MF,1.0,338.0,1,2,3,33,1,2,0,0.14,7.07,0,127,110,87,6,17,2,5,20,1,100,0,11,152,25,7,6,1,0,0,1,,,,164,44,73,47,98,66,6,43,62,294,7.0,548,158,39444.7,2.0378249215118687,1.4350870988476,3.310020094012997,4.880081899799581,,1,Dynamic Attackers,1.3885159446677875,42.7,,2.520873592998549,-0.09740812834499216
Philipp Lienhart,AUT,DF,0.0,207.0,0,0,1,0,1,0,0,0.1,0.0,0,140,128,91,0,0,0,3,67,1,100,0,1,11,4,0,0,0,0,0,0,,,,21,0,1,20,10,11,0,1,18,295,3.03,212,58,20886.37,-0.9706707866873904,1.1234910689535094,-1.2013757459170011,-1.0555962889012025,,0,Balanced Contributors,0.4608245140433999,14.2,,-0.4518532084636371,-0.40910432570091537
Phillip Mwene,AUT,DF,0.0,160.0,0,0,1,0,1,0,0,0.0,0.0,0,64,56,88,6,0,0,2,50,0,0,0,3,32,8,1,1,0,0,0,0,,,,33,10,13,10,5,28,8,21,16,149,3.4,189,76,17929.88,-1.0484979431852637,-0.3207341267572146,-0.4256109614433106,-0.1178005939629554,,0,Balanced Contributors,0.4773770929875963,14.7,,-0.41229911164336913,-0.2728488900154958
Pico Lopes,CPV,DF,0.0,445.0,0,0,2,0,2,0,2,0.29,0.0,0,182,153,84,0,0,0,7,14,5,60,0,6,36,9,0,3,0,0,0,0,,,,66,2,6,58,24,42,0,3,38,384,5.66,366,99,41751.06,-0.0566394170469499,1.8017468058345325,0.211366873998264,1.1822577293852945,,0,Balanced Contributors,0.8176545053137217,25.1,,0.6742232710183678,-0.4545762743473639
Piero Hincapie,ECU,DF,0.0,376.0,0,0,3,0,3,0,3,0.4,0.0,1,189,160,85,15,13,2,13,31,0,0,0,11,80,29,5,4,1,1,0,0,,,,111,39,35,37,30,81,7,33,57,419,6.35,420,192,39830.97,0.6123462873346929,2.2452650425943537,2.4144344644437643,3.813034575250819,,3,Complete Midfielders,1.248525673998666,38.4,,2.000443555505514,-0.6420852450489869
Prince Adu,GHA,FW,0.0,62.0,0,0,1,0,1,0,0,0.25,0.0,0,5,4,80,0,0,0,0,0,0,0,0,0,25,4,4,0,0,0,0,0,,,,17,10,7,0,12,5,1,8,9,17,4.51,70,31,6266.52,-0.8539300519405804,-1.7777565063270684,-1.1085549691809855,-1.7999905858352965,,2,Limited Tournament Impact,0.205098035230686,6.3,,-1.2057145733270322,0.23493782241730005
Promise David,CAN,FW,1.0,105.0,1,3,5,20,3,2,1,0.75,1.34,0,16,8,50,0,0,0,1,0,1,100,0,6,23,1,4,2,0,0,0,0,,,,22,15,7,0,18,4,2,18,18,46,4.43,79,41,9794.61,2.9332702748899635,-0.9490884084687944,-0.5974891829940638,-1.286239544940043,,0,Balanced Contributors,0.4880223031637338,15.0,,-0.07902443901750307,1.386624259759098
Quinten Timber,NED,MF,0.0,68.0,0,0,0,0,0,0,0,0.0,0.0,0,12,10,83,2,50,0,2,50,0,0,0,5,27,7,0,2,0,0,0,0,,,,19,7,6,6,8,11,1,5,14,32,3.41,96,29,7777.13,-1.3243189297858935,-0.6118268167327593,-0.2459219834789955,-1.7844361861934457,,0,Balanced Contributors,0.3648987634780097,11.2,,-0.7653923432719648,-0.2583109615254483
Raed Chikhaoui,TUN,DF,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.631956563153904,-3.2142549945655188,,2,Limited Tournament Impact,0.0,0.0,,-1.8491850714187297,0.31666064731001287
Rafael Leao,POR,FW,1.0,203.0,1,1,4,25,3,1,0,0.33,3.07,3,82,71,87,8,50,12,8,63,2,50,0,5,35,4,1,2,0,0,0,0,,,,76,20,48,8,10,66,4,43,63,205,5.73,188,75,18513.49,1.9530487068185405,2.875484566502995,-0.3420516600360803,1.530322898319333,,3,Complete Midfielders,0.9399031430346112,28.9,,1.1904660572835242,0.1112305465986889
Rafik Belghali,ALG,DF,1.0,362.0,0,1,3,33,2,1,0,0.28,3.6,0,183,168,92,5,40,3,3,67,0,0,0,10,64,10,4,2,0,0,0,0,,,,97,54,27,16,42,55,7,31,83,406,6.27,480,170,38083.65,1.1827706888057732,1.4571521349056045,0.6604393113082726,3.677997647471466,,3,Complete Midfielders,1.0265434028587237,31.6,,1.3841164676865336,-0.09075997570168677
Rajaei Ayed,JOR,MF,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.631956563153904,-3.2142549945655188,,2,Limited Tournament Impact,0.0,0.0,,-1.8491850714187297,0.31666064731001287
Ramin Rezaeian,IRN,DF,2.0,309.0,1,2,4,50,4,0,0,0.97,2.06,7,98,68,69,17,29,1,12,50,0,0,0,9,82,10,2,3,0,0,0,1,,,,151,29,67,55,19,132,3,19,43,223,6.79,458,170,34994.84,3.634062153637144,1.5545013742775498,0.9696412664674804,3.799707660890944,,1,Dynamic Attackers,1.161054264798567,35.7,,1.9686632816881156,0.7537742534999758
Ramiz Zerrouki,ALG,MF,0.0,126.0,0,0,0,0,0,0,0,0.0,0.0,0,105,97,92,0,0,0,2,100,5,100,0,4,23,5,4,0,1,0,0,0,,,,56,8,12,36,39,17,1,4,37,226,5.59,201,54,15442.6,-1.3243189297858935,1.84873326200558,-0.8198614148821226,-0.0354559777519748,,0,Balanced Contributors,0.6018250048667786,18.5,,-0.060350350415952395,-0.7688680961340705
Ramon Sosa,PAR,MF,0.0,19.0,0,0,0,0,0,0,0,0.0,0.0,0,3,3,100,0,0,0,0,0,0,0,0,0,12,1,0,1,0,0,0,0,,,,5,1,3,1,4,1,0,0,0,9,1.41,36,16,2289.64,-1.3243189297858935,-1.6281072458900914,-1.2653329242518911,-2.801546175886309,,2,Limited Tournament Impact,0.1254546800390195,3.9,,-1.4761242500722995,0.09421027617300698
Ramy Bensebaini,ALG,DF,0.0,403.0,0,0,2,0,1,1,1,0.04,0.0,0,385,359,93,0,0,1,8,38,1,100,0,7,36,11,1,5,0,0,0,0,,,,76,1,1,74,37,39,0,1,69,814,5.3,301,122,35700.14,-0.4674266929940893,3.447198640500566,0.740981592291469,1.993022899915209,,3,Complete Midfielders,1.0305172128588147,31.7,,1.2763821743659347,-1.0236915398060755
Ramy Rabia,EGY,DF,0.0,431.0,0,1,1,0,1,0,1,0.1,0.0,0,244,224,92,0,0,0,2,50,8,50,0,12,31,11,3,2,0,0,0,0,,,,85,4,4,77,48,37,1,1,23,525,5.82,435,128,40932.16,-0.4798418236587338,2.824458170370275,0.4809849007078154,1.840955341320069,,3,Complete Midfielders,0.9470157617613076,29.1,,1.026880779690362,-0.8710311584993318
Rani Khedira,TUN,MF,0.0,162.0,0,0,1,0,0,1,0,0.06,0.0,0,30,25,83,1,0,0,2,50,0,0,0,6,49,10,3,0,1,0,0,0,,,,35,11,17,7,31,4,1,5,19,74,7.49,218,49,18577.38,-0.9728516411420702,-0.9271407031341132,-0.0991541700753232,-0.5264534868189529,,0,Balanced Contributors,0.4413574116611208,13.6,,-0.5140152984253435,-0.1391110001103034
Raphinha,BRA,FW,0.0,143.0,0,2,3,0,1,2,0,0.34,0.0,7,44,30,68,10,30,2,4,25,0,0,0,10,59,7,1,2,0,0,0,2,,,,86,39,41,6,40,46,5,28,37,120,2.6,189,108,15809.52,0.7536736882661517,-0.0400836260834844,0.420254317143941,1.0684563450023012,,0,Balanced Contributors,0.717950460618586,22.1,,0.43674866485177816,0.19314384512405228
Raul Jimenez,MEX,FW,3.0,348.0,0,7,18,17,13,5,7,3.0,1.0,0,66,48,73,1,0,1,8,63,0,0,0,27,87,10,7,2,0,0,0,2,,,,149,73,72,4,107,42,6,75,74,190,4.43,295,141,32083.35,11.329287581254574,-0.0383188081303284,1.974673637218428,4.151451355182553,,4,Tournament Superstars,1.437339234675653,44.2,,3.3674491919855205,3.780081428446468
Raul Rangel,MEX,GK,0.0,494.0,0,0,0,0,0,0,0,0.0,0.0,0,155,120,77,0,0,0,4,0,1,100,0,0,0,0,1,0,0,0,0,0,8.0,57.0,46.0,62,1,0,61,42,20,0,0,7,317,3.14,71,12,25833.63,-1.3243189297858935,0.5866739636159338,-1.631956563153904,-0.6681609886727272,1.1745347800648944,-1,Goalkeeper,0.3862939912273543,11.9,35.0,-0.7010404504472407,-0.40627533688598105
Rayan,BRA,FW,0.0,327.0,1,2,5,0,3,2,1,0.76,0.0,1,99,93,94,10,20,5,5,100,1,100,0,15,112,10,5,4,0,0,0,1,,,,54,33,19,2,23,31,7,75,76,245,4.95,395,135,33427.25,1.911338159070177,2.490754451829715,1.848027394997438,2.5208180181063904,,3,Complete Midfielders,1.18318111104678,36.4,,1.906923576986889,-0.09640853236720187
Rayan Ait Nouri,ALG,DF,0.0,315.0,0,0,1,0,1,0,0,0.02,0.0,0,211,190,90,9,0,12,7,57,0,0,0,12,70,25,6,4,0,0,0,0,,,,129,42,52,35,39,90,4,51,83,451,5.89,355,157,32073.2,-1.032932511885689,2.7049187308248848,2.119566263781765,4.042084770568432,,3,Complete Midfielders,1.2086149526418035,37.2,,1.7580684944008809,-1.3185811022128295
Rayan Cherki,FRA,MF,0.0,119.0,0,0,0,0,0,0,0,0.0,0.0,1,76,64,84,2,0,1,7,43,1,100,0,10,76,10,2,1,0,0,0,0,,,,47,5,30,12,34,13,2,21,45,166,6.49,230,83,15003.77,-1.261933476999467,0.8954759849098479,0.6213569853247688,0.3233978588009357,,0,Balanced Contributors,0.6936026338005821,21.3,,0.2144184735124632,-0.7199546243463475
Rayan Elloumi,TUN,FW,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.631956563153904,-3.2142549945655188,,2,Limited Tournament Impact,0.0,0.0,,-1.8491850714187297,0.31666064731001287
Rebin Sulaka,IRQ,DF,0.0,41.0,0,0,1,0,1,0,0,0.07,0.0,0,29,23,79,0,0,0,0,0,3,33,0,2,1,1,1,0,0,1,0,0,,,,7,0,0,7,2,5,0,1,4,65,3.63,41,15,4423.46,-0.9940189336367522,-0.7545069210210924,-1.4346509123200233,-2.3910968490546285,,2,Limited Tournament Impact,0.212678319348732,6.5,,-1.1913499349178334,0.04048225277688664
Redouane Halhal,MAR,DF,0.0,208.0,0,0,0,0,0,0,0,0.0,0.0,0,119,113,95,0,0,0,0,0,1,100,0,4,12,9,3,5,1,0,0,1,,,,13,0,0,13,1,12,0,0,37,260,1.86,154,62,19377.5,-1.3243189297858935,0.2074335148967477,0.1649000876678478,-1.2968509959844112,,0,Balanced Contributors,0.4977980052261742,15.3,,-0.3703693505346137,-0.48534520885255833
Reece James,ENG,DF,0.0,352.0,0,0,1,0,0,1,0,0.04,0.0,0,184,169,92,11,27,2,8,38,3,33,0,5,46,18,2,0,0,0,0,0,,,,139,21,44,74,57,82,3,17,28,325,2.99,239,96,26574.9,-0.9884170724416448,2.6698959373010207,0.298030850015334,2.22627254341809,,3,Complete Midfielders,0.9209459605926076,28.3,,0.9103536907650325,-1.0262564211082315
Relebohile Mofokeng,RSA,FW,0.0,184.0,0,1,3,0,0,3,0,0.12,0.0,1,54,44,81,2,0,0,6,50,2,100,0,18,107,13,3,2,0,0,0,0,,,,56,18,34,4,37,19,3,34,22,130,5.73,341,100,23444.92,-0.0085683347849906,0.7710843558100724,1.82023483320656,0.819399687299264,,3,Complete Midfielders,0.8772233472024884,27.0,,0.8530622292869321,-0.3795557207314613
Remo Freuler,SUI,MF,0.0,654.0,0,1,2,0,1,1,0,0.07,0.0,0,324,299,92,5,20,0,7,71,2,0,0,27,193,31,8,3,0,0,0,1,,,,328,43,138,147,228,100,3,34,105,694,6.79,1001,213,73750.57,-0.4435883687099223,2.9454485214271564,4.614788719383137,10.120621939460053,,5,Elite All-Round Performers,1.851592446518325,56.9,,3.7030263794234117,-1.6828781270008892
Renato Veiga,POR,DF,0.0,518.0,0,0,2,0,2,0,2,0.28,0.0,0,336,320,95,0,0,1,4,50,1,100,0,9,45,11,5,3,2,0,0,0,,,,45,2,0,43,15,30,0,3,34,713,5.77,498,145,49867.82,-0.0644221326967372,2.8412968308080093,0.6212307044596772,1.6622261405113632,,3,Complete Midfielders,0.9668573026689354,29.7,,1.1174068610635184,-0.727795500011917
Ricardo Ade,HAI,DF,0.0,306.0,0,1,4,0,2,2,2,0.17,0.0,0,136,121,89,0,0,0,5,40,1,100,0,3,24,5,6,4,0,0,0,0,,,,13,1,0,12,10,3,0,2,22,293,5.64,310,95,28826.94,0.7051695548275312,1.0182843599908342,-0.1828700945002733,-0.4801216416653514,,0,Balanced Contributors,0.6481188953081334,19.9,,0.22962363993946086,0.09751762505184734
Ricardo Goss,RSA,GK,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.631956563153904,-3.2142549945655188,-1.2038479457474982,-1,Goalkeeper,0.0,0.0,0.0,-1.8491850714187297,0.31666064731001287
Ricardo Pepi,USA,FW,0.0,247.0,0,0,5,0,5,0,2,0.38,0.0,0,38,33,87,1,0,4,1,100,0,0,0,18,84,15,5,2,0,0,0,2,,,,129,69,53,7,104,25,2,40,42,103,7.21,366,148,27870.91,0.8408679836030253,-0.127755663319623,1.6885538013424606,2.9625876985446493,,3,Complete Midfielders,0.9507158821240468,29.2,,1.1313205403756434,0.026438534541707498
Ricardo Rodriguez,SUI,DF,0.0,567.0,1,0,1,0,0,1,0,0.02,0.0,4,295,243,82,17,18,1,24,33,4,50,0,24,60,16,11,2,0,0,0,0,,,,108,42,39,27,18,90,4,44,82,603,5.83,541,200,55242.44,-0.3461489284121807,5.225739945523834,1.858092871834176,4.571774555121368,,3,Complete Midfielders,1.434748695027238,44.1,,2.4845825235331365,-1.5646499337876314
