Player,Country,Position,Goals,Minutes Played,Assists,Attempts On Target,Attempts At Goal,Attempts At Goal Conv. Rate (%),Attempts Inside the Penalty Area,Attempts Outside the Penalty Area,Headed Attempts at Goal,xG,xG Efficiency,Corners,Passes,Passes Completed,Passing Accuracy (%),Crosses,Crossing Accuracy (%),Take-Ons Completed,Defensive Linebreaks Attempted,Defensive Linebreaks Acc (%),Switches of Play Attempted,Switches of Play Acc (%),Own Goals,Forced Turnovers,Defensive Pressures Applied,Defensive Pressures Directly Applied,Fouls Against,Fouls For,Yellow Cards,Red Cards,Indirect Red Cards,Offsides,Goalkeeper Saves,Goalkeeper Actions Inside the Penalty Area,Goalkeeper Actions Outside the Penalty Area,Offers To Receive,Offers In Behind,Offers In Between,Offers In Front,Offers Inside Team Shape,Offers Outside Team Shape,Receptions In Behind,Receptions Between Midfield And Defensive Line,Receptions Under Pressure,Player Involvements,Average Speed (km/h),High Speed Running,Sprints,Total Distance (m),PC1,PC2
Lyle Foster,RSA,FW,0.0,59.0,0,0,1,0,1,0,1,0.07,0.0,0,5,1,20,0,0,0,1,0,0,0,0,1,25,1,0,1,0,0,0,0,,,,20,10,8,2,12,8,0,6,7,15,1.49,66,16,5968.5,-0.7488495407898266,-0.24130315333286248
Lyndon Dykes,SCO,FW,0.0,49.0,0,0,1,0,1,0,1,0.15,0.0,0,11,7,64,1,0,0,4,25,0,0,0,3,22,3,2,0,0,0,0,0,,,,27,11,16,0,24,3,0,13,11,27,4.83,78,34,5899.41,-0.686587815591528,-0.2598121293621771
Maghnes Akliouche,FRA,MF,0.0,10.0,0,0,0,0,0,0,0,0.0,0.0,0,7,5,71,2,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,,,,11,3,5,3,7,4,0,2,4,20,1.18,24,5,1369.75,-1.3243189297858935,-0.023297763363791982
Mahdy Soliman,EGY,GK,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-0.023297763363791982
Mahmoud Abunada,QAT,GK,0.0,310.0,0,0,0,0,0,0,0,0.0,0.0,0,93,50,54,0,0,0,8,0,0,0,1,0,0,0,1,1,1,0,0,0,16.0,124.0,103.0,7,0,0,7,4,3,0,0,3,162,3.1,20,2,16005.91,-1.3243189297858935,-0.023297763363791982
Mahmoud Almardi,JOR,FW,0.0,152.0,0,1,1,0,1,0,0,0.02,0.0,1,39,32,82,7,14,3,5,60,0,0,0,6,90,16,4,2,0,0,0,0,,,,80,28,48,4,49,31,4,17,37,105,7.38,328,87,18861.43,-0.7248874889175315,-0.21228089312203977
Mahmoud Saber,EGY,MF,1.0,51.0,0,1,3,33,1,2,0,0.16,6.15,0,34,30,88,1,100,1,1,0,0,0,0,3,10,1,2,1,1,0,0,0,,,,50,2,14,34,26,24,0,3,10,80,2.74,123,30,6589.64,1.3249081721783407,3.254719793822095
Malick Thiaw,GER,DF,0.0,50.0,0,0,0,0,0,0,0,0.0,0.0,0,38,33,87,0,0,0,0,0,0,0,0,3,7,3,1,1,0,0,0,0,,,,1,0,0,1,0,1,0,2,12,80,3.0,69,20,5108.07,-1.3243189297858935,-0.023297763363791982
Malik Tillman,USA,MF,2.0,415.0,1,4,8,25,5,3,0,0.73,2.75,10,163,129,79,15,27,7,18,50,2,100,0,15,115,25,3,14,1,0,0,0,,,,136,28,73,35,93,43,7,68,118,418,6.45,607,215,44391.65,5.0687582667211135,0.6977023728571952
Malo Gusto,FRA,DF,0.0,48.0,0,0,0,0,0,0,0,0.0,0.0,0,32,31,97,0,0,0,0,0,1,100,0,1,9,5,2,0,0,0,0,0,,,,21,7,7,7,4,17,0,5,6,67,3.91,55,22,5482.73,-1.3243189297858935,-0.023297763363791982
Mamadou Sarr,SEN,DF,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-0.023297763363791982
Manu Kone,FRA,MF,0.0,426.0,0,2,6,0,1,5,0,0.19,0.0,0,263,242,92,1,0,2,3,100,2,50,0,24,91,23,6,7,1,0,0,0,,,,90,3,24,63,63,27,1,12,96,586,4.6,590,110,45337.05,1.1145477682496527,-1.0371248695211401
Manuel Akanji,SUI,DF,0.0,673.0,0,1,1,0,1,0,0,0.18,0.0,0,479,444,93,0,0,0,8,88,8,100,0,15,44,21,4,4,0,0,0,0,,,,108,2,6,100,56,52,1,4,75,999,5.6,631,187,62661.14,-0.6627494913073609,-0.22511873373979713
Manuel Neuer,GER,GK,0.0,442.0,0,0,0,0,0,0,0,0.0,0.0,0,129,118,91,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,7.0,61.0,45.0,28,0,0,28,19,9,0,0,5,256,3.47,82,19,25681.69,-1.3243189297858935,-0.023297763363791982
Manuel Ugarte,URU,MF,0.0,197.0,0,1,3,0,0,3,0,0.09,0.0,0,136,118,87,0,0,0,4,50,1,0,0,3,40,17,1,0,0,0,0,0,,,,93,1,20,72,73,20,0,4,61,296,6.4,239,72,21107.39,-0.09430193452077923,-0.5478025376413627
Marawan Attia,EGY,MF,0.0,495.0,1,1,4,0,1,3,0,0.05,0.0,0,357,313,88,8,38,0,15,47,8,100,0,18,182,29,8,1,2,0,0,0,,,,245,8,79,158,140,105,0,22,119,749,6.85,829,260,56580.27,0.5586799536640336,-0.8426074284401367
Marc Cucurella,ESP,DF,0.0,717.0,2,3,4,0,3,1,1,0.3,0.0,0,389,358,92,13,23,1,12,50,2,100,0,18,98,22,7,2,1,0,0,3,,,,342,139,109,94,73,269,15,105,145,809,6.25,774,304,74687.76,1.8401281260134974,-1.1896403956454331
Marc Guehi,ENG,DF,0.0,664.0,0,0,1,0,1,0,1,0.15,0.0,0,455,442,97,0,0,2,8,88,4,75,0,6,18,7,2,11,1,0,0,0,,,,79,1,2,76,39,40,0,3,32,814,5.94,504,144,52622.08,-0.686587815591528,-0.2598121293621771
Marc Pubill,ESP,DF,0.0,3.0,0,0,0,0,0,0,0,0.0,0.0,0,2,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,4,1.04,6,3,455.66,-1.3243189297858935,-0.023297763363791982
Marcel Sabitzer,AUT,MF,1.0,412.0,0,2,5,20,1,4,0,0.46,2.19,9,126,94,75,30,33,3,16,69,1,100,0,26,137,10,2,3,1,0,0,1,,,,121,47,66,8,48,73,7,80,76,324,6.03,488,233,41363.96,2.4966799062094363,0.6960710987003987
Marcio Rosa,CPV,GK,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-0.023297763363791982
Marco Friedl,AUT,DF,0.0,30.0,0,0,0,0,0,0,0,0.0,0.0,0,31,30,97,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,,,,1,0,0,1,0,1,0,1,0,64,1.36,30,12,2757.1,-1.3243189297858935,-0.023297763363791982
Marco Pasalic,CRO,FW,0.0,114.0,0,2,3,0,3,0,0,0.52,0.0,1,37,23,62,12,8,8,9,89,2,50,0,5,40,7,0,2,0,0,0,2,,,,42,21,17,4,9,33,6,33,32,115,5.44,142,82,12958.46,0.4615498369548251,-0.6036468719803892
Marcos Llorente,ESP,DF,0.0,217.0,1,0,0,0,0,0,0,0.0,0.0,0,152,142,93,6,33,1,5,80,0,0,0,12,43,12,2,1,0,0,0,0,,,,57,19,16,22,15,42,3,22,35,324,2.77,218,94,22236.39,-0.9160271656025611,-0.21184803781213754
Marcos Senesi,ARG,DF,0.0,100.0,0,0,2,0,2,0,1,0.84,0.0,0,73,70,96,0,0,0,1,0,0,0,0,0,3,2,0,2,0,0,0,0,,,,12,0,1,11,2,10,1,1,7,155,0.94,86,25,9406.52,0.12624055084442737,-0.5349611519801014
Marcus Holmgren Pedersen,NOR,DF,1.0,273.0,0,1,1,100,1,0,0,0.16,6.1,0,107,87,81,7,43,0,4,0,0,0,0,7,50,12,3,1,0,0,0,0,,,,62,25,18,19,15,47,4,15,33,213,4.34,322,137,29767.17,1.5234261189736855,6.28175655692673
Marcus Rashford,ENG,FW,1.0,209.0,0,3,9,11,7,2,2,0.94,1.06,0,84,73,87,16,13,5,16,75,1,100,0,1,47,3,5,1,0,0,0,1,,,,120,70,37,13,30,90,13,58,63,226,4.57,232,117,22644.71,3.889530672654836,-0.5660632223796486
Marcus Thuram,FRA,FW,0.0,2.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,3,3,0,0,3,0,0,0,0,0,1.18,5,2,295.8,-1.3243189297858935,-0.023297763363791982
Marin Pongracic,CRO,DF,0.0,311.0,0,0,1,0,1,0,1,0.05,0.0,0,200,182,91,0,0,0,1,0,1,100,0,6,13,7,3,0,0,0,0,0,,,,17,2,1,14,11,6,0,2,28,423,4.19,280,102,28983.18,-0.7644149720894012,-0.23667590932553387
Mario Pasalic,CRO,MF,0.0,158.0,0,1,4,0,1,3,1,0.36,0.0,0,50,45,90,0,0,0,1,100,0,0,0,7,23,8,2,0,0,0,0,1,,,,31,3,17,11,23,8,0,9,22,119,6.43,218,78,16317.24,0.636821767471034,-0.8120803676837197
Mark Flekken,NED,GK,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-0.023297763363791982
Mark Mckenzie,USA,DF,0.0,104.0,0,0,0,0,0,0,0,0.0,0.0,0,51,47,92,0,0,0,1,0,0,0,0,2,9,1,1,1,0,0,0,0,,,,2,0,0,2,1,1,0,0,8,104,1.3,148,50,11338.0,-1.3243189297858935,-0.023297763363791982
Markhus Lacroix,HAI,DF,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-0.023297763363791982
Marko Arnautovic,AUT,FW,2.0,173.0,0,3,3,67,3,0,0,1.31,1.53,0,32,25,78,1,0,0,0,0,0,0,0,5,35,1,3,1,1,0,0,5,,,,25,17,8,0,19,6,5,25,30,75,5.44,156,57,15762.88,3.1866447818241164,3.0171784682439053
Marko Farji,IRQ,FW,0.0,62.0,0,0,0,0,0,0,0,0.0,0.0,0,11,7,64,2,50,1,1,100,0,0,0,2,34,2,0,2,0,0,0,0,,,,40,19,19,2,9,31,2,5,17,36,4.55,96,30,6975.47,-1.3243189297858935,-0.023297763363791982
Marko Stamenic,NZL,MF,0.0,302.0,0,0,3,0,1,2,0,0.09,0.0,0,171,156,91,2,50,2,9,44,1,100,0,10,67,18,4,0,1,0,0,0,,,,98,6,26,66,66,32,0,9,53,364,6.52,415,133,32898.29,-0.3689115128469793,-0.4656398032949435
Marquinhos,BRA,DF,0.0,520.0,0,0,2,0,2,0,1,0.21,0.0,0,380,367,97,1,100,0,4,75,6,100,0,11,45,12,0,2,0,0,0,1,,,,59,3,2,54,32,27,0,3,30,785,5.68,453,141,49331.59,-0.3640705350921742,-0.3892029657492489
Marten De Roon,NED,MF,0.0,11.0,0,0,0,0,0,0,0,0.0,0.0,0,1,1,100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,1,0,0,1,1,0,0,0,0,2,1.75,23,4,1374.64,-1.3243189297858935,-0.023297763363791982
Martin Baturina,CRO,MF,1.0,344.0,0,1,3,33,0,3,0,0.1,10.18,2,93,80,86,10,20,8,8,50,1,100,0,17,119,8,1,14,0,0,0,0,,,,119,40,62,17,59,60,3,53,74,240,6.58,489,175,37805.67,1.7584103033667235,4.596885862004642
Martin Erlic,CRO,DF,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-0.023297763363791982
Martin Experience,HAI,DF,0.0,306.0,0,0,1,0,0,1,0,0.01,0.0,0,111,93,84,6,0,1,6,33,3,100,0,26,91,26,7,6,0,0,0,0,,,,116,41,45,30,32,84,1,25,47,243,6.65,447,187,33997.02,-1.0117652193910067,-0.1786165541339997
Martin Odegaard,NOR,MF,0.0,537.0,4,3,9,0,5,4,0,0.72,0.0,12,367,322,88,16,19,3,18,56,0,0,0,18,195,18,3,4,0,0,0,0,,,,329,29,173,127,212,117,5,99,132,789,5.86,878,302,62928.93,4.95299670969798,-2.557807189437955
Martin Zlomislic,BIH,GK,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-0.023297763363791982
Martin Zubimendi,ESP,MF,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-0.023297763363791982
Marvin Keller,SUI,GK,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-0.023297763363791982
Marvin Senaya,GHA,DF,0.0,312.0,0,0,2,0,1,1,0,0.1,0.0,0,91,75,82,8,25,1,4,75,1,100,0,34,89,24,6,4,0,0,0,0,,,,55,17,11,27,12,43,3,10,25,201,5.77,285,171,31108.53,-0.6658997919422912,-0.3149482565320644
Matej Kovar,CZE,GK,0.0,301.0,0,0,0,0,0,0,0,0.0,0.0,0,97,62,64,0,0,0,3,33,0,0,0,0,0,0,0,0,0,0,0,0,11.0,60.0,52.0,13,0,0,13,7,6,0,0,10,181,2.86,19,2,14358.61,-1.3243189297858935,-0.023297763363791982
Mateo Chavez,MEX,DF,1.0,81.0,0,1,1,100,1,0,0,0.49,2.04,0,26,23,88,1,0,2,2,50,0,0,0,5,18,3,1,1,0,0,0,0,,,,50,9,27,14,14,36,0,6,5,49,1.24,96,41,8450.23,1.4513478703642295,4.780739305946831
Mateo Kovacic,CRO,MF,0.0,293.0,1,4,5,0,1,4,0,0.46,0.0,0,208,198,95,0,0,2,3,67,2,100,0,7,95,16,3,3,0,0,0,0,,,,88,4,27,57,60,28,1,15,86,442,6.73,354,108,32503.08,1.9195210005956054,-1.2244711091918021
Matheus Cunha,BRA,FW,3.0,324.0,0,4,10,30,5,5,1,1.21,2.49,3,90,78,87,5,0,3,11,36,0,0,0,9,133,16,1,3,0,0,0,1,,,,184,53,92,39,146,38,2,46,71,223,6.2,417,134,33491.79,5.987056128210628,0.9396015728171563
Matheus Nunes,POR,MF,0.0,4.0,0,0,0,0,0,0,0,0.0,0.0,0,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,1,0,1,0,0,0,0,2,1.39,6,2,432.75,-1.3243189297858935,-0.023297763363791982
Mathew Leckie,AUS,FW,0.0,67.0,0,0,1,0,1,0,0,0.1,0.0,0,10,7,70,1,0,0,0,0,0,0,0,2,30,4,1,1,0,0,0,0,,,,7,3,3,1,6,1,1,9,14,33,1.64,100,31,7358.47,-0.9706707866873903,-0.161943087765521
Mathew Ryan,AUS,GK,0.0,2.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.95,2,0,206.87,-1.3243189297858935,-0.023297763363791982
Mathias Olivera,URU,DF,0.0,313.0,0,0,1,0,1,0,1,0.05,0.0,0,226,213,94,3,0,1,6,50,3,100,0,20,42,18,3,0,1,0,0,0,,,,36,8,8,20,14,22,1,10,40,480,6.63,458,126,34595.17,-0.7644149720894012,-0.23667590932553387
Mathieu Choiniere,CAN,MF,0.0,61.0,0,0,0,0,0,0,0,0.0,0.0,1,29,23,79,4,50,0,2,50,1,100,0,2,19,2,1,1,0,0,0,0,,,,19,0,7,12,12,7,0,5,10,63,1.48,132,43,7597.41,-1.261933476999467,-0.047477874804663825
Matias Fernandez Pardo,BEL,FW,0.0,57.0,0,0,3,0,2,1,0,0.25,0.0,0,15,13,87,3,0,4,3,67,0,0,0,2,25,4,0,0,0,0,0,0,,,,21,15,5,1,8,13,2,18,9,43,3.91,83,52,7102.68,-0.2733380705948515,-0.46516169095211507
Matias Galarza,PAR,MF,1.0,439.0,1,1,2,50,0,2,0,0.07,13.75,0,113,82,73,4,25,2,6,33,0,0,0,42,197,61,10,9,2,0,0,0,,,,87,24,47,16,35,52,3,35,80,280,5.32,560,237,48496.58,2.2090820031134717,6.56422836300139
Matias Vina,URU,DF,0.0,49.0,0,0,0,0,0,0,0,0.0,0.0,0,29,23,79,2,0,0,0,0,0,0,0,4,8,0,0,1,0,0,0,1,,,,21,12,2,7,1,20,1,6,15,69,2.12,71,30,5227.49,-1.3243189297858935,-0.023297763363791982
Mats Wieffer,NED,DF,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-0.023297763363791982
Matt Freese,USA,GK,0.0,419.0,0,0,0,0,0,0,0,0.0,0.0,0,95,63,66,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,10.0,58.0,48.0,15,0,0,15,10,5,0,0,3,172,2.76,26,6,24114.67,-1.3243189297858935,-0.023297763363791982
Matt Turner,USA,GK,0.0,104.0,0,0,0,0,0,0,0,0.0,0.0,0,33,24,73,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,21.0,17.0,2,0,0,2,1,1,0,0,1,57,0.68,20,2,5939.08,-1.3243189297858935,-0.023297763363791982
Matthieu Epolo,COD,GK,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-0.023297763363791982
Mattias Svanberg,SWE,MF,1.0,25.0,0,2,3,33,2,1,0,0.23,4.26,0,7,7,100,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,0,0,,,,8,0,5,3,8,0,0,3,5,23,3.67,49,15,3157.11,1.4429844617569438,2.5681464450944516
Mauricio,PAR,MF,1.0,208.0,0,3,4,25,2,2,0,0.32,3.12,5,69,54,78,12,17,1,4,25,1,100,0,10,75,4,3,3,0,0,0,0,,,,72,16,34,22,43,29,2,21,48,173,5.19,321,110,22291.21,2.1860648705372943,1.5017279741320206
Max Arfsten,USA,DF,0.0,2.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,1,1,0,0,2,0,0,0,0,1.09,1,2,231.95,-1.3243189297858935,-0.023297763363791982
Max Crocombe,NZL,GK,0.0,306.0,0,0,0,0,0,0,0,0.0,0.0,0,107,78,73,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,11.0,97.0,88.0,21,0,0,21,13,8,0,0,0,185,2.56,19,2,13059.58,-1.3243189297858935,-0.023297763363791982
Maxence Lacroix,FRA,DF,0.0,173.0,0,0,0,0,0,0,0,0.0,0.0,0,96,91,95,0,0,2,0,0,1,100,0,1,19,8,4,0,0,0,0,1,,,,12,1,2,9,7,5,0,0,5,194,1.73,186,53,17313.36,-1.3243189297858935,-0.023297763363791982
Maxi Araujo,URU,MF,2.0,278.0,1,3,4,50,3,1,2,1.09,1.83,10,57,50,88,18,44,7,7,86,0,0,0,10,79,11,2,7,0,0,0,6,,,,135,74,51,10,72,63,7,45,55,174,5.96,308,129,27642.83,4.6609267522469136,1.7225292963210506
Maxim De Cuyper,BEL,DF,0.0,492.0,0,6,10,0,5,5,0,1.09,0.0,4,246,203,83,16,25,3,9,44,2,100,0,18,77,19,7,2,1,0,0,0,,,,125,47,46,32,47,78,8,38,68,541,6.55,653,234,54016.4,4.1504562150056605,-1.982774392854606
Maxime Crepeau,CAN,GK,0.0,511.0,0,0,0,0,0,0,0,0.0,0.0,0,123,92,75,0,0,0,2,0,1,0,0,0,0,0,1,1,0,0,0,0,7.0,49.0,40.0,14,0,0,14,9,5,0,0,6,237,3.3,90,16,28143.54,-1.3243189297858935,-0.023297763363791982
Maximilian Beier,GER,FW,0.0,33.0,0,0,0,0,0,0,0,0.0,0.0,0,13,6,46,0,0,0,1,0,0,0,0,1,9,1,1,1,0,0,0,0,,,,12,4,8,0,1,11,0,7,7,26,1.62,46,16,3573.92,-1.3243189297858935,-0.023297763363791982
Mbekezeli Mbokazi,RSA,DF,0.0,402.0,0,1,4,0,0,4,0,0.06,0.0,0,213,185,87,2,0,2,7,57,3,67,0,9,49,16,3,4,0,0,0,1,,,,29,5,6,18,13,16,0,4,29,466,5.31,336,138,35585.09,0.18712091327495786,-0.6938668403969132
Mehdi Ghayedi,IRN,FW,0.0,50.0,0,0,1,0,0,1,0,0.05,0.0,1,9,6,67,3,33,0,1,100,0,0,0,3,13,2,2,1,0,0,0,0,,,,6,3,3,0,4,2,5,7,11,29,1.86,50,24,4683.23,-0.9182489040054308,-0.21205115358952886
Mehdi Taremi,IRN,FW,0.0,293.0,0,2,5,0,4,1,1,1.34,0.0,0,71,58,82,2,0,3,4,25,0,0,0,17,100,7,3,5,0,0,0,2,,,,94,53,29,12,63,31,3,55,69,185,6.23,345,156,30405.34,1.8631084416436139,-1.1239989695499557
Mehdi Torabi,IRN,MF,0.0,29.0,0,0,0,0,0,0,0,0.0,0.0,0,20,17,85,2,0,0,1,100,0,0,0,1,13,1,0,0,0,0,0,0,,,,15,5,6,4,6,9,1,6,11,45,2.34,65,18,3461.66,-1.3243189297858935,-0.023297763363791982
Melvin Mastil,ALG,GK,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-0.023297763363791982
Memphis Depay,NED,FW,0.0,68.0,1,0,0,0,0,0,0,0.0,0.0,1,17,15,88,1,100,0,2,100,1,100,0,0,31,2,1,1,1,0,0,0,,,,35,19,14,2,31,4,0,17,18,39,5.39,137,50,8184.41,-0.8536417128161344,-0.23602814925300938
Merchas Doski,IRQ,DF,0.0,303.0,0,0,1,0,0,1,0,0.02,0.0,0,141,115,82,3,67,0,13,23,1,100,0,4,65,25,3,8,1,0,0,0,,,,88,15,45,28,22,66,1,11,58,298,6.21,307,128,31441.23,-1.0039825037412196,-0.18093017613766404
Merih Demiral,TUR,DF,0.0,208.0,0,2,6,0,3,3,2,0.24,0.0,0,124,119,96,1,0,0,5,40,2,100,0,3,9,3,2,1,0,0,0,3,,,,36,17,4,15,19,17,2,10,26,273,4.05,153,57,21211.19,1.585900115903502,-1.1463027138932154
Mert Gunok,TUR,GK,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-0.023297763363791982
Mert Muldur,TUR,DF,0.0,132.0,0,0,3,0,3,0,3,0.22,0.0,0,81,72,89,6,17,0,4,100,0,0,0,1,10,5,1,2,0,0,0,0,,,,52,20,24,8,8,44,2,27,26,173,7.5,145,57,15133.29,0.40987195285209427,-0.6796275552746679
Meschack Elia,COD,FW,0.0,59.0,1,2,2,0,0,2,0,0.05,0.0,0,14,13,93,2,0,0,5,60,0,0,0,1,25,3,2,0,0,0,0,0,,,,14,6,8,0,3,11,3,12,9,41,3.31,86,41,6530.78,0.2237475425000353,-0.6187598252534691
Meshaal Barsham,QAT,GK,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-0.023297763363791982
Michael Boxall,NZL,DF,0.0,237.0,0,0,0,0,0,0,0,0.0,0.0,0,115,104,90,1,100,0,0,0,0,0,0,4,21,12,2,2,0,0,0,0,,,,26,0,0,26,9,17,0,3,18,240,5.59,181,75,22180.78,-1.3243189297858935,-0.023297763363791982
Michael Gregoritsch,AUT,FW,0.0,207.0,1,0,1,0,1,0,1,0.18,0.0,0,29,20,69,0,0,0,2,0,0,0,0,9,110,3,1,1,0,0,0,2,,,,35,23,12,0,25,10,1,21,25,62,4.45,213,86,20132.08,-0.25494790445883375,-0.4553032698215157
Michael Olise,FRA,FW,0.0,617.0,5,5,17,0,8,9,0,1.84,0.0,24,360,311,86,20,25,16,26,73,2,100,0,35,235,21,4,16,1,0,0,0,,,,312,55,172,85,204,108,8,116,206,823,7.13,917,338,73047.22,9.824215133985458,-4.496530962405065
Michael Svoboda,AUT,DF,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-0.023297763363791982
Michael Woud,NZL,GK,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-0.023297763363791982
Michal Sadilek,CZE,MF,1.0,204.0,0,3,7,14,5,2,1,0.7,1.42,5,84,69,82,11,18,0,4,50,2,100,0,10,75,4,0,3,0,0,0,0,,,,67,15,26,26,35,32,2,16,36,201,7.16,385,125,24212.55,3.2833887970054305,-0.0651698854916942
Michel Aebischer,SUI,MF,0.0,176.0,0,1,2,0,2,0,1,0.34,0.0,5,76,66,87,6,0,2,3,33,0,0,0,8,52,6,3,2,0,0,0,0,,,,99,24,52,23,59,40,2,27,30,173,4.86,321,117,21047.55,0.29469160246892495,-0.5848472789462058
Micky Van De Ven,NED,DF,0.0,291.0,0,1,3,0,2,1,2,0.13,0.0,0,117,105,90,3,0,1,3,67,0,0,0,8,87,13,5,1,1,0,0,0,,,,18,8,2,8,5,13,3,11,24,242,4.22,245,92,27342.03,0.3692676974832828,-0.6546667600097736
Miguel Almiron,PAR,MF,0.0,306.0,0,0,4,0,1,3,0,0.11,0.0,2,67,49,73,4,0,6,6,67,0,0,0,17,123,21,2,7,1,1,0,0,,,,82,13,53,16,32,50,2,26,54,183,6.51,357,129,33177.48,0.07619581877054774,-0.6716324389505591
Mike Maignan,FRA,GK,0.0,707.0,0,0,0,0,0,0,0,0.0,0.0,0,210,164,78,0,0,0,3,33,1,100,0,0,0,0,0,2,0,0,0,0,11.0,80.0,64.0,46,0,0,46,32,14,0,0,8,401,3.18,97,12,37516.54,-1.3243189297858935,-0.023297763363791982
