Player,Country,Position,Goals,Assists_x,Minutes Played,Assists_y,Attempts On Target,Attempts At Goal,Attempts At Goal Conv. Rate (%),Attempts Inside the Penalty Area,Attempts Outside the Penalty Area,Headed Attempts at Goal,xG,xG Efficiency,Corners,Passes,Passes Completed,Passing Accuracy (%),Crosses,Crossing Accuracy (%),Take-Ons Completed,Defensive Linebreaks Attempted,Defensive Linebreaks Acc (%),Switches of Play Attempted,Switches of Play Acc (%),Own Goals,Forced Turnovers,Defensive Pressures Applied,Defensive Pressures Directly Applied,Fouls Against,Fouls For,Yellow Cards,Red Cards,Indirect Red Cards,Offsides,Goalkeeper Saves,Goalkeeper Actions Inside the Penalty Area,Goalkeeper Actions Outside the Penalty Area,Offers To Receive,Offers In Behind,Offers In Between,Offers In Front,Offers Inside Team Shape,Offers Outside Team Shape,Receptions In Behind,Receptions Between Midfield And Defensive Line,Receptions Under Pressure,Player Involvements,Average Speed (km/h),High Speed Running,Sprints,Total Distance (m)
Ronwen Williams,RSA,GK,0.0,0.0,402.0,0,0,0,0,0,0,0,0.0,0x,0,237,179,76,0,0,0,7,29,3,67,0,0,0,0,0,0,0,0,0,0,14.0,72.0,59.0,60,0,0,60,42,18,0,0,8,443,3.09,36,7,20708.63
Roozbeh Cheshmi,IRN,MF,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
Roshon Van Eijma,CUW,DF,0.0,0.0,20.0,0,0,0,0,0,0,0,0.0,0x,0,1,1,100,0,0,0,0,0,0,0,0,1,5,3,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,2,1.82,18,5,1852.02
Ross Stewart,SCO,FW,0.0,0.0,7.0,0,0,0,0,0,0,0,0.0,0x,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,,,,2,1,1,0,1,1,0,0,0,0,3.1,22,7,1157.14
Ruben Dias,POR,DF,0.0,0.0,418.0,0,0,0,0,0,0,0,0.0,0x,0,249,233,94,0,0,1,6,33,1,100,0,12,27,6,6,3,1,0,0,0,,,,31,0,1,30,19,12,0,1,36,510,5.0,429,110,43585.96
Ruben Neves,POR,MF,0.0,0.0,76.0,0,0,2,0,0,2,0,0.03,0x,0,29,27,93,0,0,0,2,50,0,0,0,3,37,0,0,0,0,0,0,0,,,,33,4,14,15,17,16,0,2,9,63,2.9,123,36,9241.31
Ruben Providence,HAI,FW,0.0,0.0,237.0,0,1,4,0,4,0,0,0.19,0x,1,48,42,88,7,29,4,3,67,0,0,0,7,100,9,3,4,0,0,0,0,,,,100,31,61,8,44,56,4,27,47,144,6.09,312,115,24005.38
Ruben Vargas,SUI,FW,2.0,1.0,314.0,1,4,6,33,4,2,0,1.31,1.53x,11,88,65,74,24,25,7,16,44,0,0,0,14,94,19,6,6,0,0,0,2,,,,93,63,26,4,37,56,7,75,44,237,6.22,373,170,31605.36
Rui Silva,POR,GK,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
Rustam Ashurmatov,UZB,DF,0.0,0.0,288.0,0,0,0,0,0,0,0,0.0,0x,0,123,101,82,0,0,0,4,0,1,100,0,17,32,9,1,0,0,0,0,0,,,,21,0,0,21,2,19,0,0,22,243,5.62,288,80,27011.42
Ryan Christie,SCO,MF,0.0,0.0,114.0,0,0,2,0,1,1,0,0.15,0x,0,35,29,83,1,100,0,1,100,0,0,0,3,52,8,2,1,1,0,0,0,,,,32,0,21,11,16,16,0,15,24,90,7.62,208,53,14260.28
Ryan Gravenberch,NED,MF,0.0,2.0,374.0,2,0,5,0,2,3,0,0.25,0x,0,126,111,88,5,20,5,3,67,0,0,0,11,54,15,5,3,0,0,0,0,,,,130,29,62,39,89,41,3,32,87,308,5.99,443,129,37432.87
Ryan Mendes,CPV,FW,0.0,1.0,366.0,1,0,6,0,3,3,0,0.07,0x,0,82,70,85,5,0,6,4,50,1,100,0,24,102,14,1,2,0,0,0,2,,,,151,52,84,15,50,101,0,35,51,211,6.2,468,170,37830.2
Ryan Thomas,NZL,MF,0.0,0.0,103.0,0,0,0,0,0,0,0,0.0,0x,0,25,18,72,1,0,0,2,0,0,0,0,2,50,7,3,3,0,0,0,0,,,,22,6,12,4,15,7,1,15,22,62,7.4,216,78,13002.61
Sabri Ben Hessen,TUN,GK,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
Sadio Mane,SEN,FW,0.0,1.0,421.0,1,3,6,0,4,2,0,0.58,0x,1,129,106,82,22,27,10,14,71,2,100,0,14,129,16,4,10,0,0,0,3,,,,164,85,65,14,84,80,18,86,103,350,6.02,435,204,42224.81
Saed Alrosan,JOR,DF,0.0,0.0,22.0,0,0,0,0,0,0,0,0.0,0x,0,13,12,92,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,,,,4,0,1,3,1,3,0,0,2,28,2.24,36,12,2425.08
Saeid Ezatolahi,IRN,MF,0.0,0.0,298.0,0,2,6,0,2,4,2,0.49,0x,0,99,78,79,0,0,1,4,50,0,0,0,22,96,22,7,4,2,0,0,0,,,,60,1,22,37,50,10,0,6,40,227,6.6,406,65,32836.4
Salah Zakaria,QAT,GK,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
Saleem Obaid,JOR,DF,0.0,0.0,43.0,0,0,0,0,0,0,0,0.0,0x,0,18,12,67,0,0,0,0,0,0,0,0,2,6,3,1,0,0,0,0,0,,,,2,0,0,2,0,2,0,0,5,36,6.56,43,19,4204.95
Saleh Alshehri,KSA,FW,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
Saleh Hardani,IRN,DF,0.0,0.0,107.0,0,0,0,0,0,0,0,0.0,0x,0,29,21,72,1,0,0,0,0,0,0,0,5,46,6,0,2,0,0,0,0,,,,17,3,4,10,1,16,0,3,12,70,3.78,105,37,10101.64
Salem Aldawsari,KSA,FW,0.0,0.0,276.0,0,1,3,0,1,2,0,0.08,0x,0,81,58,72,2,0,7,4,75,1,100,0,15,120,15,3,4,1,0,0,1,,,,104,61,33,10,50,54,3,50,64,193,6.36,400,160,29452.07
Salih Ozcan,TUR,MF,0.0,0.0,120.0,0,0,0,0,0,0,0,0.0,0x,0,61,52,85,1,0,0,3,33,2,100,0,5,33,12,2,2,0,0,0,0,,,,27,1,6,20,23,4,0,1,30,133,4.65,168,60,13200.62
Saman Ghoddos,IRN,MF,0.0,0.0,228.0,0,0,4,0,2,2,0,0.16,0x,0,64,45,70,1,100,3,6,50,2,100,0,9,102,18,3,0,0,0,0,1,,,,41,7,15,19,30,11,1,20,38,162,6.9,338,99,26206.79
Samed Bazdar,BIH,FW,0.0,0.0,35.0,0,0,0,0,0,0,0,0.0,0x,0,5,2,40,0,0,1,3,0,0,0,0,2,6,2,1,1,0,0,0,0,,,,3,1,2,0,2,1,0,8,8,17,1.57,28,13,3649.89
Samet Akaydin,TUR,DF,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
Samir Chergui,ALG,DF,0.0,0.0,25.0,0,0,0,0,0,0,0,0.0,0x,0,24,23,96,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,,,,13,1,2,10,2,11,0,3,2,47,1.52,20,6,2625.06
Samir El Mourabet,MAR,MF,0.0,0.0,121.0,0,0,0,0,0,0,0,0.0,0x,1,110,100,91,1,0,1,4,50,1,100,0,6,33,5,0,1,0,0,0,0,,,,50,10,21,19,34,16,0,13,35,231,6.31,216,85,14604.02
Samu Costa,POR,DF,0.0,0.0,26.0,0,0,0,0,0,0,0,0.0,0x,0,11,11,100,0,0,0,0,0,0,0,0,2,10,1,0,0,0,0,0,0,,,,3,0,2,1,3,0,0,1,1,23,1.32,33,7,2859.94
Samuel Moutoussamy,COD,MF,0.0,0.0,360.0,0,0,3,0,0,3,0,0.13,0x,0,147,122,83,1,100,0,6,17,4,100,0,39,114,31,8,1,1,0,0,0,,,,146,8,79,59,109,37,1,14,62,320,7.17,613,169,42992.72
Samukele Kabini,RSA,DF,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
Sander Berge,NOR,MF,0.0,0.0,554.0,0,0,0,0,0,0,0,0.0,0x,0,425,412,97,2,0,1,4,75,2,100,0,9,101,17,6,2,0,0,0,0,,,,167,2,48,117,122,45,1,27,116,891,5.69,770,192,63083.25
Sander Tangvik,NOR,GK,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
Santiago Arias,COL,DF,0.0,0.0,89.0,0,0,0,0,0,0,0,0.0,0x,0,43,37,86,5,80,0,1,100,0,0,0,5,12,1,1,0,0,0,0,0,,,,28,17,7,4,5,23,4,9,16,95,1.21,80,50,9047.2
Santiago Bueno,URU,DF,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
Santiago Gimenez,MEX,FW,0.0,0.0,117.0,0,1,2,0,2,0,0,0.34,0x,0,13,7,54,0,0,0,0,0,0,0,0,3,27,3,1,3,0,0,0,0,,,,52,36,16,0,34,18,3,19,19,41,4.86,140,40,11184.38
Santiago Mele,URU,GK,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
Sarpreet Singh,NZL,MF,0.0,0.0,227.0,0,2,4,0,2,2,0,0.22,0x,0,76,58,76,7,0,3,6,17,2,100,0,10,104,7,2,2,1,0,0,0,,,,139,39,77,23,65,74,1,54,63,196,7.24,381,118,27406.52
Sasa Kalajdzic,AUT,FW,1.0,0.0,88.0,0,1,3,33,2,1,2,0.39,2.58x,0,24,16,67,1,0,1,2,0,1,0,0,8,40,2,2,2,0,0,0,0,,,,17,9,8,0,13,4,0,28,17,61,4.82,137,62,9643.92
Saud Abdulhamid,KSA,DF,0.0,0.0,300.0,0,0,2,0,0,2,0,0.11,0x,0,113,88,78,4,25,2,3,67,1,0,0,11,76,18,4,2,1,0,0,0,,,,44,25,12,7,12,32,9,15,50,241,5.93,324,150,29778.02
Scott Mckenna,SCO,DF,0.0,0.0,102.0,0,0,0,0,0,0,0,0.0,0x,0,52,49,94,0,0,0,1,0,1,100,0,3,3,3,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,1,4,105,1.87,63,17,9598.73
Scott Mctominay,SCO,MF,0.0,0.0,306.0,0,3,8,0,8,0,3,0.65,0x,0,96,87,91,0,0,4,1,100,2,100,0,11,103,6,3,0,0,0,0,0,,,,117,37,45,35,71,46,0,32,64,226,7.12,483,135,36353.67
Sead Kolasinac,BIH,DF,0.0,1.0,373.0,1,0,0,0,0,0,0,0.0,0x,0,173,141,82,9,11,1,5,20,0,0,0,10,49,17,6,4,0,0,0,0,,,,54,25,13,16,14,40,5,23,93,370,6.09,339,142,38026.39
Sebastian Berhalter,USA,MF,1.0,1.0,231.0,1,1,3,33,0,3,0,0.1,10.14x,12,136,114,84,9,78,1,10,80,3,67,0,9,63,17,5,7,1,0,0,0,,,,114,6,41,67,83,31,0,8,51,307,7.36,443,111,28137.58
Sebastian Caceres,URU,DF,0.0,0.0,313.0,0,0,3,0,2,1,2,0.13,0x,0,172,154,90,1,0,0,4,50,3,100,0,8,31,13,2,2,0,0,0,0,,,,31,1,0,30,18,13,0,4,20,373,5.81,303,98,30359.66
Sebastian Tounekti,TUN,MF,0.0,0.0,98.0,0,0,0,0,0,0,0,0.0,0x,0,18,16,89,3,0,1,1,0,0,0,0,1,33,1,1,0,0,0,0,0,,,,62,19,41,2,46,16,1,13,15,46,7.03,146,55,11128.49
Seko Fofana,CIV,MF,0.0,0.0,103.0,0,1,5,0,0,5,0,0.4,0x,0,45,38,84,0,0,0,2,0,0,0,0,3,28,1,1,0,1,0,0,0,,,,24,4,16,4,18,6,1,6,29,106,3.37,168,54,11627.71
Senne Lammens,BEL,GK,0.0,0.0,26.0,0,0,0,0,0,0,0,0.0,0x,0,13,6,46,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,7.0,5.0,1,0,0,1,1,0,0,0,0,23,0.61,4,1,1607.37
Seol Youngwoo,KOR,DF,0.0,0.0,274.0,0,0,2,0,1,1,0,0.03,0x,0,123,113,92,11,27,0,6,83,0,0,0,6,41,6,1,2,0,0,0,4,,,,86,42,38,6,42,44,9,40,58,258,6.66,309,155,30578.14
Sergino Dest,USA,DF,0.0,0.0,335.0,0,1,3,0,1,2,0,0.21,0x,0,102,89,87,7,29,9,14,64,0,0,0,14,97,9,2,4,0,0,0,0,,,,140,70,48,22,63,77,4,54,53,248,6.75,464,210,36917.8
Sergio Rochet,URU,GK,0.0,0.0,51.0,0,0,0,0,0,0,0,0.0,0x,0,19,10,53,0,0,0,3,67,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7.0,5.0,5,0,0,5,3,2,0,0,0,38,1.2,6,3,3079.43
Shahriyar Moghanloo,IRN,FW,0.0,0.0,108.0,0,0,3,0,2,1,1,0.51,0x,0,25,15,60,2,0,0,2,50,1,0,0,6,52,4,1,1,0,0,0,1,,,,19,13,6,0,15,4,4,22,17,66,7.1,168,47,12254.16
Sherel Floranus,CUW,DF,0.0,0.0,300.0,0,0,2,0,1,1,0,0.17,0x,0,112,95,85,0,0,1,3,33,1,100,0,16,95,25,2,0,0,0,0,1,,,,33,10,11,12,14,19,0,8,42,232,5.97,320,116,29893.73
Sherzod Esanov,UZB,MF,0.0,0.0,3.0,0,0,0,0,0,0,0,0.0,0x,0,1,1,100,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,2,3.6,15,6,657.16
Sherzod Nasrullaev,UZB,DF,0.0,0.0,206.0,0,1,1,0,1,0,0,0.08,0x,0,48,35,73,3,0,1,5,0,0,0,0,5,42,9,3,2,1,0,0,0,,,,29,9,15,5,5,24,1,16,20,118,6.23,232,95,21551.92
Shogo Taniguchi,JPN,DF,0.0,0.0,267.0,0,0,0,0,0,0,0,0.0,0x,0,127,122,96,1,0,0,1,0,0,0,0,3,11,4,2,1,1,0,0,0,,,,28,1,2,25,17,11,1,0,20,245,4.15,189,56,24756.98
Shoja Khalilzadeh,IRN,DF,0.0,0.0,309.0,0,0,2,0,2,0,2,0.18,0x,0,141,118,84,0,0,0,1,0,2,100,0,8,26,12,4,0,1,0,0,1,,,,32,0,1,31,22,10,0,3,17,297,5.59,255,78,28814.55
Shurandy Sambo,CUW,DF,0.0,0.0,6.0,0,0,0,0,0,0,0,0.0,0x,0,3,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,0,1,1,1,1,0,0,0,7,2.18,9,4,726.32
Shuto Machino,JPN,FW,0.0,0.0,23.0,0,0,0,0,0,0,0,0.0,0x,0,4,3,75,1,0,1,0,0,1,100,0,1,4,1,1,0,0,0,0,0,,,,7,2,5,0,2,5,0,3,2,10,1.59,27,8,2487.67
Sidny Lopes Cabral,CPV,DF,1.0,0.0,324.0,0,2,4,25,0,4,0,0.11,8.93x,8,105,87,83,11,9,3,3,33,0,0,0,22,77,9,2,9,2,0,0,0,,,,83,18,48,17,12,71,2,16,54,234,5.79,257,117,30954.32
Silvan Widmer,SUI,DF,0.0,0.0,210.0,0,0,0,0,0,0,0,0.0,0x,0,73,57,78,4,25,0,5,40,1,100,0,11,59,13,2,0,0,0,0,0,,,,56,20,21,15,14,42,5,9,29,159,5.55,290,97,22662.91
Simon Adingra,CIV,FW,0.0,0.0,22.0,0,0,0,0,0,0,0,0.0,0x,1,10,9,90,1,100,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,,,,25,11,8,6,5,20,0,5,4,23,1.82,35,14,2769.08
Simon Banza,COD,FW,0.0,0.0,49.0,0,0,0,0,0,0,0,0.0,0x,0,6,4,67,0,0,0,0,0,1,0,0,3,25,3,1,0,0,0,0,0,,,,24,17,7,0,20,4,1,4,7,14,3.47,70,23,5130.52
Sipho Chaine,RSA,GK,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
Sofyan Amrabat,MAR,MF,0.0,0.0,175.0,0,0,0,0,0,0,0,0.0,0x,0,106,98,92,0,0,0,3,67,2,100,0,10,49,16,4,2,0,0,0,0,,,,62,2,10,50,50,12,0,3,20,217,3.24,263,81,18860.83
Son Heungmin,KOR,FW,0.0,0.0,183.0,0,1,7,0,4,3,0,0.81,0x,3,58,49,84,3,33,4,2,50,0,0,0,9,54,0,0,4,0,0,0,2,,,,97,51,34,12,70,27,6,35,50,142,6.14,169,96,18757.38
Sondre Langas,NOR,DF,0.0,0.0,29.0,0,0,0,0,0,0,0,0.0,0x,0,10,9,90,0,0,0,0,0,1,100,0,1,1,1,0,0,0,0,0,0,,,,4,0,0,4,1,3,0,0,1,20,0.99,26,11,2880.7
Song Bumkeun,KOR,GK,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
Sontje Hansen,CUW,FW,0.0,0.0,50.0,0,1,1,0,0,1,0,0.03,0x,0,6,5,83,0,0,0,0,0,0,0,0,2,31,1,0,0,0,0,0,0,,,,21,15,6,0,13,8,1,7,7,20,1.96,59,26,4910.75
Soufiane Rahimi,MAR,FW,2.0,1.0,215.0,1,4,6,33,5,1,2,1.59,1.26x,0,37,27,73,5,40,2,5,40,0,0,0,5,73,11,5,6,0,0,0,2,,,,100,69,26,5,78,22,11,32,33,112,7.27,317,137,25328.44
Sphephelo Sithole,RSA,MF,0.0,0.0,252.0,0,0,0,0,0,0,0,0.0,0x,0,129,109,84,0,0,0,1,0,5,80,0,7,72,13,5,1,0,1,0,0,,,,115,3,48,64,85,30,0,11,47,288,6.6,463,119,28152.2
Stefan Posch,AUT,DF,0.0,0.0,370.0,0,0,3,0,3,0,1,0.4,0x,0,132,98,74,2,0,0,11,36,0,0,0,10,103,29,7,3,2,0,0,0,,,,96,30,47,19,13,83,4,26,88,274,6.43,479,164,39797.88
Stepan Chaloupek,CZE,DF,0.0,0.0,99.0,0,0,0,0,0,0,0,0.0,0x,0,22,15,68,0,0,0,1,0,1,100,0,1,22,15,1,0,0,0,0,0,,,,4,0,0,4,0,4,0,1,9,54,2.18,141,46,10873.66
Stephen Eustaquio,CAN,MF,1.0,0.0,444.0,0,1,4,25,0,4,0,0.1,10.34x,44,281,244,87,42,38,2,15,60,3,100,0,16,91,15,2,6,0,0,0,0,,,,212,22,76,114,133,79,1,31,127,618,7.14,897,210,52496.91
Steve Kapuadi,COD,DF,0.0,0.0,201.0,0,0,1,0,1,0,1,0.08,0x,0,55,46,84,0,0,0,0,0,1,0,0,6,18,6,2,0,0,0,0,0,,,,22,3,1,18,7,15,0,2,11,114,2.9,211,60,19496.83
Steven Moreira,CPV,DF,0.0,0.0,346.0,0,0,2,0,1,1,0,0.06,0x,0,109,88,81,4,75,3,3,0,0,0,0,9,77,7,0,2,0,0,0,0,,,,56,10,35,11,14,42,0,11,39,226,6.63,313,113,33908.12
Stjepan Radeljic,BIH,DF,0.0,0.0,211.0,0,0,1,0,1,0,0,0.01,0x,0,153,137,90,0,0,0,2,100,2,50,0,1,9,4,1,3,1,0,0,0,,,,7,0,0,7,3,4,0,1,21,318,2.86,186,63,20111.1
Stopira,CPV,DF,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
Sultan Albrake,QAT,DF,0.0,0.0,167.0,0,0,0,0,0,0,0,0.0,0x,0,42,33,79,3,33,0,3,0,1,100,0,2,50,4,2,0,0,0,0,0,,,,38,14,10,14,10,28,4,8,11,89,4.19,215,70,17683.33
Sultan Mandash,KSA,FW,0.0,0.0,71.0,0,0,0,0,0,0,0,0.0,0x,0,9,7,78,0,0,0,0,0,0,0,0,15,22,5,1,2,0,0,0,0,,,,22,11,6,5,8,14,1,4,14,29,2.38,107,50,8464.47
Taha Ali,SWE,FW,0.0,0.0,46.0,0,0,0,0,0,0,0,0.0,0x,0,16,15,94,1,0,4,2,100,0,0,0,4,15,0,0,2,0,0,0,0,,,,19,2,11,6,1,18,1,9,10,40,3.13,61,26,4821.78
Tahith Chong,CUW,MF,0.0,0.0,267.0,0,2,4,0,2,2,0,0.2,0x,0,61,51,84,0,0,9,11,64,0,0,0,5,113,9,3,13,0,0,0,0,,,,116,31,78,7,73,43,4,38,78,169,6.14,293,107,27318.08
Tahsin Mohammed,QAT,FW,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
Tajon Buchanan,CAN,FW,0.0,0.0,401.0,0,3,6,0,3,3,0,0.68,0x,1,95,76,80,17,18,6,9,56,1,100,0,29,136,32,5,8,0,0,0,2,,,,95,55,34,6,25,70,14,73,97,262,6.58,537,213,43975.29
Takefusa Kubo,JPN,MF,0.0,1.0,77.0,1,0,1,0,0,1,0,0.01,0x,0,16,12,75,0,0,0,2,50,0,0,0,0,49,3,1,1,0,0,0,0,,,,20,7,9,4,15,5,1,4,10,36,1.57,85,32,7808.85
Takehiro Tomiyasu,JPN,DF,0.0,0.0,208.0,0,0,1,0,1,0,0,0.2,0x,0,127,109,86,1,0,1,6,33,2,0,0,4,24,11,5,2,0,0,0,0,,,,37,0,7,30,8,29,1,0,10,258,4.81,202,53,21029.22
Tani Oluwaseyi,CAN,FW,0.0,0.0,288.0,0,4,8,0,8,0,2,0.99,0x,0,41,27,66,4,0,4,4,50,1,100,0,11,104,20,5,5,0,0,0,1,,,,132,94,36,2,107,25,6,49,55,131,6.11,350,172,29357.02
Tarek Alaa,EGY,DF,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
Tarik Muharemovic,BIH,DF,0.0,0.0,292.0,0,0,1,0,1,0,1,0.12,0x,0,153,132,86,0,0,1,3,67,3,100,0,10,25,11,5,2,0,1,0,0,,,,11,0,1,10,5,6,0,2,23,324,5.92,279,78,28776.65
Teboho Mokoena,RSA,MF,1.0,0.0,301.0,0,2,4,25,1,3,0,0.84,1.19x,0,196,176,90,3,0,1,6,50,4,100,0,13,95,22,3,6,2,0,0,0,,,,144,13,50,81,89,55,1,12,87,428,6.15,423,121,30982.52
Telmo Arcanjo,CPV,MF,0.0,0.0,69.0,0,0,0,0,0,0,0,0.0,0x,1,14,12,86,1,100,2,0,0,1,100,0,6,27,1,0,1,0,0,0,0,,,,12,3,4,5,7,5,0,5,12,31,3.03,58,27,6515.91
Tete Yengi,AUS,FW,0.0,0.0,33.0,0,1,1,0,1,0,0,0.1,0x,0,5,3,60,1,0,0,2,0,0,0,0,1,17,2,3,0,0,0,0,0,,,,11,6,5,0,6,5,2,8,8,17,3.74,59,20,4138.21
Teun Koopmeiners,NED,MF,0.0,0.0,145.0,0,0,2,0,2,0,1,0.11,0x,3,63,54,86,4,50,0,2,50,2,100,0,8,44,9,3,0,0,0,0,0,,,,44,8,13,23,29,15,0,4,7,127,7.14,228,57,16774.64
Thabang Matuludi,RSA,DF,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
Thalente Mbatha,RSA,MF,0.0,0.0,293.0,0,1,4,0,0,4,0,0.11,0x,0,97,82,85,4,0,0,4,50,1,100,0,12,99,14,4,0,1,0,0,0,,,,86,15,38,33,65,21,1,12,38,222,6.41,446,145,31917.63
Thapelo Maseko,RSA,FW,1.0,0.0,255.0,0,1,8,13,4,4,0,0.47,2.13x,1,49,37,76,2,0,8,5,40,0,0,0,9,97,23,4,10,0,0,0,0,,,,84,43,37,4,42,42,3,40,49,152,4.77,299,159,27093.85
Thelo Aasgaard,NOR,MF,1.0,0.0,100.0,0,1,2,50,1,1,0,0.18,5.48x,0,43,38,88,0,0,0,1,100,1,100,0,3,19,3,0,3,0,0,0,0,,,,59,9,31,19,44,15,0,14,34,99,1.11,127,39,11184.96
Themba Zwane,RSA,MF,0.0,0.0,19.0,0,0,0,0,0,0,0,0.0,0x,0,7,5,71,0,0,0,0,0,0,0,0,2,12,0,1,0,0,1,0,0,,,,6,0,5,1,5,1,0,0,5,14,5.29,35,10,2021.04
Theo Bongonda,COD,MF,0.0,0.0,47.0,0,0,1,0,1,0,0,0.04,0x,1,13,9,69,2,0,0,2,0,0,0,0,1,19,2,0,1,0,0,0,0,,,,8,5,2,1,6,2,0,6,11,40,3.44,55,24,5477.05
Theo Hernandez,FRA,DF,0.0,0.0,247.0,0,0,3,0,1,2,0,0.12,0x,0,123,117,95,4,25,1,2,50,1,100,0,25,48,10,2,4,0,0,0,0,,,,56,24,21,11,25,31,3,12,30,271,3.63,248,108,25066.23
Thiago Almada,ARG,FW,0.0,0.0,267.0,0,2,5,0,2,3,0,0.25,0x,0,170,154,91,1,0,3,2,50,2,100,0,26,70,11,2,2,1,0,0,2,,,,170,41,85,44,122,48,1,52,89,368,5.86,362,137,31810.05
Thibaut Courtois,BEL,GK,0.0,0.0,625.0,0,0,0,0,0,0,0,0.0,0x,0,198,144,73,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0,110.0,90.0,38,0,0,38,29,9,0,0,3,372,2.88,55,13,29790.48
Thomas Meunier,BEL,DF,0.0,1.0,226.0,1,1,2,0,1,1,0,0.11,0x,0,116,98,84,8,38,1,8,38,2,50,0,17,48,9,9,0,0,0,0,0,,,,84,38,22,24,29,55,5,23,34,243,3.58,363,157,27147.57
Thomas Partey,GHA,MF,0.0,0.0,307.0,0,0,2,0,0,2,0,0.09,0x,0,152,134,88,0,0,1,4,50,0,0,0,5,52,14,2,5,0,0,0,0,,,,40,0,8,32,33,7,0,8,31,324,4.54,359,77,31028.86
