Player,Country,Position,Goals,Minutes Played,Assists,Attempts On Target,Attempts At Goal,Attempts At Goal Conv. Rate (%),Attempts Inside the Penalty Area,Attempts Outside the Penalty Area,Headed Attempts at Goal,xG,xG Efficiency,Corners,Passes,Passes Completed,Passing Accuracy (%),Crosses,Crossing Accuracy (%),Take-Ons Completed,Defensive Linebreaks Attempted,Defensive Linebreaks Acc (%),Switches of Play Attempted,Switches of Play Acc (%),Own Goals,Forced Turnovers,Defensive Pressures Applied,Defensive Pressures Directly Applied,Fouls Against,Fouls For,Yellow Cards,Red Cards,Indirect Red Cards,Offsides,Goalkeeper Saves,Goalkeeper Actions Inside the Penalty Area,Goalkeeper Actions Outside the Penalty Area,Offers To Receive,Offers In Behind,Offers In Between,Offers In Front,Offers Inside Team Shape,Offers Outside Team Shape,Receptions In Behind,Receptions Between Midfield And Defensive Line,Receptions Under Pressure,Player Involvements,Average Speed (km/h),High Speed Running,Sprints,Total Distance (m),Attacking Impact Score,Passing Impact Score,Defensive Impact Score,Movement Impact Score,Goalkeeping Impact Score
Jorge Sanchez,MEX,DF,0.0,388.0,1,1,1,0,1,0,0,0.04,0.0,0,131,121,92,5,20,0,1,0,0,0,0,16,87,21,5,1,1,0,0,1,,,,136,54,43,39,31,105,3,25,38,270,5.26,485,223,42619.96,-0.3634157462210512,-0.11847974962068154,1.794667638118066,3.820255635153747,
Jorgen Strand Larsen,NOR,FW,0.0,117.0,0,1,2,0,2,0,0,0.85,0.0,0,24,18,75,0,0,0,1,0,0,0,0,8,56,4,0,2,0,0,0,1,,,,52,34,16,2,47,5,1,21,26,54,2.08,120,47,11703.54,0.1345134438290197,-1.5926899765330498,0.07760024123714654,-0.7293238048763064,
Joris Kayembe,COD,DF,0.0,69.0,0,0,1,0,0,1,0,0.0,0.0,0,24,19,79,3,67,0,4,25,0,0,0,4,20,5,0,1,0,0,0,0,,,,15,4,7,4,2,13,1,7,7,55,6.28,88,34,7372.37,-1.019547935040794,-0.38915358627268865,-0.6810484844012941,-1.5879620999343302,
Jorrel Hato,NED,DF,0.0,43.0,0,0,0,0,0,0,0,0.0,0.0,0,4,2,50,1,100,0,0,0,0,0,0,1,23,4,0,0,0,0,0,0,,,,3,2,1,0,2,1,0,0,5,11,1.55,45,17,4437.91,-1.3243189297858935,-1.1837839246747428,-1.0684016065872348,-2.7244198259221077,
Jose Canale,PAR,DF,0.0,198.0,0,0,0,0,0,0,0,0.0,0.0,0,27,18,67,1,0,0,1,0,0,0,0,2,17,4,1,2,0,0,0,0,,,,14,2,2,10,4,10,0,1,12,62,4.87,123,37,17328.15,-1.3243189297858935,-1.5869845437761936,-0.7284600264768657,-1.6182816386443566,
Jose Cordoba,PAN,DF,0.0,303.0,0,0,0,0,0,0,0,0.0,0.0,0,183,169,92,1,0,1,1,100,2,100,0,7,21,12,5,1,0,0,0,0,,,,35,0,2,33,23,12,0,4,29,387,6.07,315,114,30753.8,-1.3243189297858935,1.9355527848880614,-0.05186890886484332,0.31105861881443614,
Jose Fajardo,PAN,FW,0.0,176.0,0,0,1,0,1,0,1,0.25,0.0,0,18,11,61,0,0,0,1,100,0,0,0,18,99,19,4,3,1,0,0,1,,,,56,47,9,0,44,12,1,19,16,50,6.5,236,110,19207.38,-0.6087606590936547,-0.9607883947649543,2.273200077853844,0.26823564591002286,
Jose Luis Rodriguez,PAN,MF,0.0,251.0,0,1,3,0,1,2,0,0.24,0.0,3,48,35,73,16,13,2,3,33,2,50,0,20,88,12,4,2,0,0,0,0,,,,76,31,39,6,34,42,9,43,45,154,6.2,305,109,25899.78,0.18064515044084117,0.9993555110675598,1.6727308499728775,2.1201571779267074,
Jose Manuel Lopez,ARG,FW,0.0,28.0,1,0,1,0,1,0,0,0.04,0.0,0,2,2,100,0,0,0,1,0,0,0,0,2,9,3,1,0,1,0,0,0,,,,12,12,0,0,9,3,0,5,5,8,2.18,43,17,3081.24,-0.6090753164027821,-1.5495255259391787,-1.2228154175822266,-2.4385925403292386,
Jose Maria Gimenez,URU,DF,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.6319565631539041,-3.2142549945655188,
Jose Sa,POR,GK,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.6319565631539041,-3.2142549945655188,-1.2038479457474982
Joseph Anang,GHA,GK,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.6319565631539041,-3.2142549945655188,-1.2038479457474982
Joshua Brenet,CUW,DF,0.0,193.0,0,0,0,0,0,0,0,0.0,0.0,0,63,49,78,1,0,2,3,33,0,0,0,17,65,6,0,1,0,0,0,1,,,,44,18,20,6,8,36,1,10,32,121,3.96,191,97,19154.29,-1.3243189297858935,-0.584336156039235,0.6893019212775611,-0.2117035524563029,
Joshua Kimmich,GER,DF,0.0,392.0,2,1,5,0,1,4,0,0.15,0.0,15,368,336,91,25,20,1,9,56,2,100,0,26,55,9,0,7,0,0,0,0,,,,100,6,21,73,45,55,1,10,73,778,6.79,518,157,44638.55,2.2853516608867377,5.314308021484736,2.3564495054977135,3.452351850037812,
Josip Stanisic,CRO,DF,0.0,413.0,1,0,0,0,0,0,0,0.0,0.0,0,162,140,86,5,20,2,9,67,3,100,0,19,75,17,0,3,0,0,0,0,,,,163,41,56,66,30,133,3,22,51,322,6.19,418,196,42580.9,-0.9160271656025611,2.79945529717435,1.9463814498250702,4.386829654709224,
Josip Sutalo,CRO,DF,0.0,413.0,0,0,1,0,1,0,0,0.06,0.0,0,267,241,90,0,0,3,4,0,7,71,0,4,17,9,2,1,0,0,0,0,,,,41,0,2,39,22,19,0,2,43,570,5.96,410,118,40954.87,-1.0018016492865396,2.9859580618731667,-0.4679198821978302,1.0809902272961536,
Josko Gvardiol,CRO,DF,0.0,177.0,0,0,1,0,1,0,0,0.18,0.0,0,89,77,87,0,0,0,7,57,2,50,0,2,24,6,2,3,0,0,0,0,,,,10,2,3,5,2,8,0,8,28,187,6.86,238,88,18796.01,-0.9084090614890916,0.7738543692123511,-0.35564924470327897,-0.711053236507662,
Josue Casimir,HAI,FW,0.0,208.0,0,0,1,0,0,1,0,0.01,0.0,0,52,43,83,2,0,2,3,33,0,0,0,9,81,13,4,4,1,0,0,0,,,,71,39,29,3,35,36,2,20,46,121,6.05,246,113,20980.8,-1.0117652193910067,-0.5564397331484268,1.3153956562801992,1.058273777756333,
Josue Duverger,HAI,GK,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.6319565631539041,-3.2142549945655188,-1.2038479457474982
Jovane Cabral,CPV,MF,0.0,148.0,0,0,2,0,0,2,0,0.05,0.0,0,34,27,79,1,0,3,2,50,0,0,0,14,86,7,1,2,0,0,0,0,,,,57,21,32,4,29,28,0,21,24,84,2.92,190,61,14327.66,-0.6758633620467585,-0.6449127970479979,0.968709007230763,-0.3606740586954292,
Jovo Lukic,BIH,FW,1.0,77.0,0,2,3,33,3,0,3,0.46,2.18,0,13,7,54,0,0,0,1,0,0,0,0,5,34,2,1,0,1,0,0,0,,,,9,2,7,0,7,2,0,14,14,35,3.16,100,42,8269.19,2.160040570101052,-1.855865477675989,-0.8204318374580539,-1.9197844425256259,
Juan Jose Caceres,PAR,DF,0.0,488.0,0,1,2,0,1,1,0,0.07,0.0,0,129,80,62,9,11,6,13,31,2,50,0,17,154,41,9,6,1,0,0,0,,,,55,19,17,19,8,47,0,15,66,270,5.99,521,193,48658.8,-0.44358836870992235,2.2526924056119983,4.691565313603851,2.081968902841518,
Juan Manuel Sanabria,URU,MF,0.0,237.0,0,0,3,0,2,1,0,0.09,0.0,0,103,89,86,12,0,0,4,75,0,0,0,9,51,12,1,0,1,0,0,1,,,,102,64,29,9,28,74,7,30,53,230,6.35,320,129,25094.45,-0.39786152099144867,0.6905503165727593,0.23314141244372621,2.7213525131412166,
Juan Musso,ARG,GK,0.0,,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.6319565631539041,-3.2142549945655188,-1.2038479457474982
Juan Portilla,COL,MF,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.6319565631539041,-3.2142549945655188,
Juan Quintero,COL,MF,0.0,146.0,1,0,4,0,0,4,0,0.13,0.0,6,89,74,83,12,33,1,11,64,8,88,0,3,45,0,0,1,0,0,0,0,,,,50,10,28,12,27,23,1,22,35,202,5.25,185,45,15790.25,0.7785448335436305,3.6906730578714617,-0.7742999179078744,-0.03427346708903081,
Jude Bellingham,ENG,MF,6.0,679.0,1,11,17,35,14,3,4,3.36,1.79,0,221,185,84,9,11,12,20,45,5,100,0,17,165,22,6,12,1,0,0,1,,,,431,110,230,91,323,108,12,79,158,493,6.34,778,328,60482.91,13.699736060341477,5.53816637145249,4.675529415615208,13.664092909709577,
Juergen Locadia,CUW,FW,0.0,250.0,0,0,1,0,1,0,0,0.08,0.0,0,48,37,77,0,0,0,1,100,1,100,0,7,76,4,3,4,0,0,0,2,,,,67,47,20,0,44,23,2,42,42,108,5.71,227,92,23793.05,-0.9862362179869649,0.3274333585269852,0.5810210182645856,1.059907750893961,
Jules Kounde,FRA,DF,0.0,659.0,0,0,2,0,2,0,1,0.06,0.0,0,349,310,89,15,13,0,7,43,0,0,0,33,130,24,6,5,0,0,0,1,,,,242,107,53,82,101,141,9,62,70,742,6.28,819,313,68972.38,-0.4808112698389841,2.96605685272795,4.2035304936078415,9.157810294558567,
Julian Alvarez,ARG,FW,1.0,576.0,0,5,11,9,7,4,0,1.39,0.72,0,198,170,86,1,0,3,2,50,4,100,0,27,177,25,8,2,0,0,0,2,,,,221,88,76,57,142,79,2,84,87,354,6.24,548,236,48685.72,4.798489107405201,2.2412255162587207,3.8958751960763207,6.983756729312272,
Julian Quinones,MEX,FW,4.0,440.0,1,6,14,29,8,6,2,2.27,1.76,0,135,111,82,4,50,5,7,100,2,100,0,13,162,12,5,7,0,0,0,1,,,,248,99,115,34,120,128,6,84,141,355,6.43,581,251,47274.89,9.326086085552793,2.884568968457364,2.916810335031804,8.55650201260164,
Julian Ryerson,NOR,FW,0.0,248.0,0,0,0,0,0,0,0,0.0,0.0,7,149,131,88,14,50,3,13,46,0,0,0,31,53,13,6,1,0,0,0,0,,,,21,3,15,3,7,14,1,26,59,316,4.34,285,91,26275.25,-0.8876207602809072,2.4310826279856346,1.859899089842596,0.20038923018811217,
Julio Enciso,PAR,FW,1.0,431.0,2,1,8,13,6,2,1,0.74,1.36,2,68,55,81,7,43,11,3,33,2,50,0,20,209,17,3,10,0,0,0,0,,,,90,38,41,11,43,47,5,50,81,201,6.43,538,237,46088.56,3.711466915860592,1.8142276570970557,4.697970315349065,3.843499221181348,
Juninho Bacuna,CUW,MF,0.0,280.0,0,1,5,0,2,3,1,0.33,0.0,2,75,60,80,5,20,7,4,25,1,100,0,16,148,21,6,3,2,0,0,0,,,,45,13,27,5,25,20,4,36,71,201,6.17,305,142,28744.95,1.0140655126951552,1.349001623771345,2.814732443670919,1.4712148621032706,
Junior Alonso,PAR,DF,0.0,456.0,0,1,3,0,1,2,0,0.2,0.0,0,116,69,59,1,0,0,7,29,2,100,0,31,140,16,3,3,1,0,0,1,,,,21,2,6,13,2,19,1,8,48,233,5.96,457,123,43140.24,-0.03764207051758801,0.8149080888306118,3.352853633386871,0.6242316001591988,
Junnosuke Suzuki,JPN,DF,0.0,58.0,0,0,0,0,0,0,0,0.0,0.0,0,7,6,86,1,0,0,1,0,0,0,0,0,22,4,2,0,1,0,0,0,,,,10,4,5,1,3,7,0,2,4,19,3.0,68,34,5757.46,-1.3243189297858935,-1.5668201311400594,-1.1417985040134273,-2.27484848184305,
Junya Ito,JPN,MF,1.0,242.0,0,1,3,33,2,1,0,0.67,1.49,11,85,65,76,17,35,3,10,60,1,100,0,6,77,5,2,5,0,0,0,0,,,,143,36,86,21,80,63,4,45,54,215,5.88,233,108,24421.93,2.0016017041182104,2.6144565497249213,0.7634359769656006,3.1523861976374787,
Jurien Gaari,CUW,DF,0.0,180.0,0,0,2,0,1,1,1,0.11,0.0,0,54,41,76,0,0,0,1,0,0,0,0,8,30,14,4,1,1,0,0,0,,,,21,0,2,19,11,10,0,3,24,114,3.83,151,71,17250.25,-0.4129476834455781,-1.361854432837719,0.2333634832991461,-1.216612573194612,
Justin Kluivert,NED,MF,0.0,32.0,0,0,0,0,0,0,0,0.0,0.0,0,7,7,100,1,0,0,0,0,0,0,0,2,12,0,0,2,0,0,0,0,,,,29,13,14,2,15,14,2,3,5,18,3.51,60,20,3868.51,-1.3243189297858935,-1.535955469778881,-1.0302380549001737,-1.7603485568617276,
Kaan Ayhan,TUR,MF,1.0,11.0,0,1,1,100,1,0,0,0.68,1.48,0,3,1,33,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,,,3,1,0,2,2,1,0,2,1,9,2.18,13,7,1239.03,1.5538528656339905,-2.1801087990846257,-1.5592823506174471,-2.826511294991008,
Kai Havertz,GER,FW,3.0,392.0,0,7,12,25,11,1,7,2.0,1.5,0,117,101,86,3,67,1,2,0,0,0,0,19,99,14,3,4,1,0,0,1,,,,204,95,88,21,127,77,8,80,78,290,6.93,577,202,44897.03,8.917764379790944,0.12728005991518665,2.1996070910209444,6.827507425463997,
Kai Trewin,AUS,DF,0.0,81.0,0,0,1,0,0,1,0,0.0,0.0,0,31,27,87,2,0,0,1,0,0,0,0,7,22,4,0,1,0,0,0,0,,,,18,3,10,5,2,16,2,7,14,73,1.6,98,41,8815.94,-1.019547935040794,-1.3107778248937092,-0.5335320046591736,-1.7588996207873469,
Kaishu Sano,JPN,MF,1.0,303.0,1,1,1,100,0,1,0,0.09,11.52,0,131,124,95,1,100,2,1,100,1,100,0,10,108,14,4,1,1,0,0,0,,,,124,6,39,79,93,31,2,6,42,287,5.11,411,114,34501.68,2.345272780419038,2.235032552484999,1.2223268272400514,2.352026106346784,
Kalidou Koulibaly,SEN,DF,0.0,181.0,0,0,0,0,0,0,0,0.0,0.0,0,83,73,88,0,0,0,1,0,3,100,0,3,21,5,0,0,0,0,0,0,,,,23,1,1,21,13,10,0,0,18,189,2.65,167,44,16073.86,-1.3243189297858935,0.3251878078542786,-0.9043394905857957,-1.4033773720502982,
Kamaldeen Sulemana,GHA,FW,0.0,136.0,0,0,1,0,0,1,0,0.01,0.0,0,31,27,87,4,75,4,4,75,3,100,0,3,62,8,2,1,0,0,0,1,,,,64,19,34,11,21,43,1,12,19,85,3.32,172,75,14795.98,-1.0117652193910067,1.97900460662415,-0.09317561311889468,-0.19646122323095946,
Kamogelo Sebelebele,RSA,FW,0.0,13.0,0,0,0,0,0,0,0,0.0,0.0,0,5,4,80,1,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,,,,5,2,3,0,2,3,1,2,2,13,1.94,27,11,1742.93,-1.3243189297858935,-1.7193882955140207,-1.52531613089527,-2.6696874237574812,
Karim Boudiaf,QAT,MF,0.0,114.0,0,0,1,0,0,1,0,0.02,0.0,0,69,65,94,0,0,0,4,50,0,0,0,2,29,3,0,2,0,0,0,0,,,,58,7,34,17,31,27,0,5,19,143,4.59,205,30,13129.49,-1.0039825037412196,-0.3884960423272479,-0.6570789214060756,-0.5008338327364297,
Karim Hafez,EGY,DF,0.0,198.0,1,0,1,0,0,1,0,0.01,0.0,0,113,99,88,2,0,1,2,50,1,100,0,4,36,13,1,2,0,0,0,0,,,,49,7,21,21,10,39,3,5,44,232,4.13,252,76,20427.22,-0.6034734552076747,0.8525443154955665,0.16105110742347542,0.22580919472823877,
Keeto Thermoncy,HAI,DF,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.6319565631539041,-3.2142549945655188,
Keisuke Goto,JPN,FW,0.0,11.0,0,0,0,0,0,0,0,0.0,0.0,0,1,1,100,0,0,0,1,100,0,0,0,1,6,3,0,1,0,0,0,0,,,,15,9,6,0,14,1,0,1,1,2,1.75,15,10,1396.31,-1.3243189297858935,-0.757502214911748,-1.1463182062501098,-2.61589326815526,
Keisuke Osako,JPN,GK,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.6319565631539041,-3.2142549945655188,-1.2038479457474982
Keito Nakamura,JPN,MF,1.0,330.0,1,2,5,20,2,3,0,0.17,5.98,0,117,100,85,9,33,5,10,80,0,0,0,9,80,11,3,1,0,0,0,1,,,,155,52,85,18,32,123,4,56,72,272,6.72,497,180,36946.02,2.395888515235183,1.9186086988608524,0.6649590135449556,4.886780443813911,
Kelvin Pires,CPV,DF,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.6319565631539041,-3.2142549945655188,
Ken Sema,SWE,MF,0.0,22.0,0,0,1,0,1,0,0,0.06,0.0,0,3,3,100,0,0,1,0,0,0,0,0,2,5,2,0,1,0,0,0,0,,,,5,2,2,1,2,3,0,1,4,10,1.52,22,7,2294.51,-1.0018016492865396,-1.531562644468921,-1.1566766996378548,-2.796398061997767,
Kenan Yildiz,TUR,FW,0.0,249.0,0,1,14,0,11,3,0,0.38,0.0,0,121,108,89,8,13,8,10,70,1,0,0,7,32,5,2,4,0,0,0,0,,,,84,38,28,18,30,54,2,92,128,307,6.05,236,78,25197.64,3.1654276719299803,2.1997476167802077,0.15504220831441862,3.0205743278221404,
Kendry Paez,ECU,MF,0.0,20.0,0,0,0,0,0,0,0,0.0,0.0,0,10,9,90,0,0,0,0,0,0,0,0,2,7,3,1,0,1,0,0,0,,,,8,1,1,6,1,7,0,1,4,22,1.69,33,15,2319.6,-1.3243189297858935,-1.6544457656219878,-1.2449777741371877,-2.654643989594692,
Kenji Gorre,CUW,FW,0.0,20.0,0,0,0,0,0,0,0,0.0,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,,,,2,0,2,0,1,1,0,3,1,5,2.2,32,8,2257.01,-1.3243189297858935,-2.456122927881011,-1.4817141026750835,-2.786356728725273,
Kenny Mclean,SCO,MF,0.0,144.0,0,0,1,0,0,1,0,0.01,0.0,0,63,56,89,2,50,1,2,100,0,0,0,4,31,6,1,1,1,0,0,0,,,,56,2,24,30,42,14,1,4,21,137,7.3,188,56,16438.49,-1.0117652193910067,0.3424492392588786,-0.49756248909003187,-0.11460652744737473,
Kento Shiogai,JPN,FW,0.0,12.0,0,0,0,0,0,0,0,0.0,0.0,0,1,1,100,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,,,,11,6,5,0,9,2,0,1,0,2,2.04,20,11,1755.39,-1.3243189297858935,-1.6449990285391731,-1.4422834249710683,-2.6605716122791176,
Kerem Akturkoglu,TUR,FW,0.0,143.0,0,1,3,0,2,1,0,0.59,0.0,0,15,9,60,2,50,0,0,0,0,0,0,10,38,2,0,2,0,0,0,0,,,,71,57,12,2,66,5,2,18,20,45,4.21,147,73,15234.03,0.23693383167964838,-1.364779819560713,-0.12041559797803186,0.07180050896214227,
Kerim Alajbegovic,BIH,FW,1.0,312.0,0,1,4,25,1,3,0,0.14,7.25,7,90,69,77,16,6,12,13,77,1,0,0,9,98,8,4,6,0,0,0,1,,,,115,33,63,19,27,88,2,50,77,241,6.35,365,130,32990.98,2.042956452506946,2.9204223343769664,1.5399234463290268,3.2686559014549865,
Kevin Castano,COL,MF,0.0,28.0,0,0,0,0,0,0,0,0.0,0.0,0,14,14,100,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,,,,11,1,2,8,7,4,0,2,3,32,2.76,48,15,3167.34,-1.3243189297858935,-1.5352024413201437,-1.4699102395078676,-2.4469503749077317,
Kevin Danso,AUT,DF,0.0,284.0,0,0,1,0,1,0,1,0.06,0.0,0,164,147,90,1,0,2,1,0,1,100,0,2,23,8,1,2,0,0,0,0,,,,25,1,2,22,10,15,1,6,28,349,5.48,266,95,25685.71,-0.756632256439614,0.8372797832563889,-0.41560081977607705,-0.1246231668696719,
Kevin De Bruyne,BEL,MF,1.0,412.0,0,5,20,5,9,11,0,1.39,0.72,14,185,153,83,21,24,5,21,48,2,100,0,14,145,13,2,4,1,0,0,0,,,,223,76,96,51,126,97,6,61,86,446,5.67,573,204,46612.9,8.308440172339195,4.868511146950954,2.3361696617825127,6.992729869880901,
Kevin Felida,CUW,MF,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.6319565631539041,-3.2142549945655188,
Kevin Pina,CPV,MF,1.0,389.0,0,1,5,20,0,5,0,0.09,11.33,0,156,134,86,1,0,3,1,0,3,67,0,22,93,23,5,3,1,0,0,0,,,,71,1,26,44,53,18,0,5,66,359,6.07,388,116,39576.48,2.170988545367298,0.9840075890810615,2.702348021819714,1.6090493064691294,
Kevin Rodriguez,ECU,FW,0.0,146.0,1,1,6,0,6,0,2,0.68,0.0,0,27,23,85,1,0,1,3,67,0,0,0,2,26,6,3,1,0,0,0,0,,,,49,33,15,1,38,11,3,35,35,79,6.3,187,89,15137.76,2.004121774062338,-0.6122316682734967,-0.6775998187748583,0.3884446704580721,
Kevin Yakob,IRQ,MF,0.0,29.0,0,0,1,0,1,0,0,0.07,0.0,0,12,9,75,0,0,1,1,0,0,0,0,1,18,2,1,0,0,0,0,0,,,,6,2,3,1,6,0,0,4,5,28,2.45,47,15,3609.05,-0.9940189336367522,-1.5843606462424558,-1.24699356649259,-2.5322151470428715,
Khalid Alghannam,KSA,FW,0.0,8.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,1.85,10,4,790.29,-1.3243189297858935,-2.4642577606874845,-1.565469493489021,-2.98702744046611,
Khalil Ayari,TUN,MF,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.6319565631539041,-3.2142549945655188,
Khojiakbar Alijonov,UZB,DF,0.0,155.0,0,0,0,0,0,0,0,0.0,0.0,0,41,27,66,4,0,3,2,0,1,0,0,4,76,11,2,1,0,0,0,0,,,,16,6,9,1,1,15,5,19,41,103,4.17,228,87,16085.82,-1.3243189297858935,-0.7424517363150626,0.3090557046914737,-0.39735996430243065,
Khuliso Mudau,RSA,DF,0.0,402.0,0,0,0,0,0,0,0,0.0,0.0,0,187,168,90,5,20,3,5,20,0,0,0,32,82,16,4,10,0,0,0,1,,,,62,30,25,7,17,45,6,17,64,394,5.83,399,189,39120.48,-1.3243189297858935,1.0967057232811062,3.9768562696346037,2.460230347577841,
Khulumani Ndamane,RSA,DF,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.6319565631539041,-3.2142549945655188,
Kieran Tierney,SCO,DF,0.0,115.0,0,0,2,0,2,0,0,0.06,0.0,0,48,36,75,7,43,0,1,100,2,50,0,12,31,6,3,2,0,0,0,0,,,,47,14,22,11,8,39,1,17,20,113,4.26,119,65,12307.0,-0.7259806626859099,0.9013080624701592,0.17301972941293361,-0.5244873141123757,
Kim Jingyu,KOR,MF,0.0,64.0,0,0,1,0,0,1,0,0.01,0.0,0,56,54,96,1,0,0,2,100,0,0,0,3,16,3,0,1,0,0,0,0,,,,14,1,6,7,11,3,0,5,19,122,5.21,99,26,7803.84,-1.0117652193910067,-0.18877183344906734,-0.9108749851778808,-1.6578185838931643,
Kim Minjae,KOR,DF,0.0,268.0,0,1,1,0,1,0,1,0.1,0.0,0,226,221,98,0,0,1,0,0,0,0,0,3,13,4,2,0,0,0,0,0,,,,33,0,0,33,20,13,0,2,43,459,5.97,264,91,26815.14,-0.4798418236587338,0.3137624894806581,-1.0545819510646162,0.21211096891505676,
Kim Moonhwan,KOR,DF,0.0,74.0,0,0,0,0,0,0,0,0.0,0.0,0,25,22,88,0,0,0,0,0,0,0,0,11,19,2,0,0,0,0,0,0,,,,27,14,9,4,10,17,0,7,1,49,2.29,109,52,8571.36,-1.3243189297858935,-1.5527306024129606,-0.6127551967279904,-1.7231118889952866,
Kim Seunggyu,KOR,GK,0.0,300.0,0,0,0,0,0,0,0,0.0,0.0,0,116,85,73,0,0,0,9,11,2,50,0,0,0,0,0,0,0,0,0,0,11.0,42.0,34.0,38,0,0,38,27,11,0,0,7,230,3.14,37,14,15687.05,-1.3243189297858935,0.6110280032238474,-1.6319565631539041,-1.4543507155731092,1.0034793899775474
Kim Taehyeon,KOR,DF,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.6319565631539041,-3.2142549945655188,
Kobbie Mainoo,ENG,MF,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.6319565631539041,-3.2142549945655188,
Kojo Peprah Oppong,GHA,DF,0.0,61.0,0,0,0,0,0,0,0,0.0,0.0,0,22,21,95,0,0,0,0,0,0,0,0,1,5,0,1,0,1,0,0,0,,,,3,0,0,3,2,1,0,0,0,44,2.83,63,16,5660.9,-1.3243189297858935,-1.5125544276863108,-1.5142349526177896,-2.567200387478234,
Koki Ogawa,JPN,FW,0.0,56.0,1,0,3,0,3,0,2,0.22,0.0,0,3,3,100,0,0,0,0,0,0,0,0,3,18,0,1,0,0,0,0,0,,,,24,12,10,2,22,2,1,5,4,12,4.72,78,29,5939.74,0.5729943241885008,-1.6281072458900914,-1.245548196713119,-1.7323817638162584,
